"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"Thomas D. Mackenzie, B. Sc.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"John H. Grindley, D. Sc. (Vict.)","author",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
"A. H. Gibson, M. Sc. (Vict.)","author",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
"Professor Horace Lamb, F. R. S.","author",68,NA,NA,NA,NA,NA,NA,NA,NA,21,67,NA
"Major P. A. MacMahon, D. Sc., F. R. S.","author",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA
"William J. S. Lockyer, M. A., Ph. D., F. R. A. S.","author",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"the Hon. Charles A. Parsons, C. B., F. R. S.","author",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"Alan A. Campbell Swinton.","author",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"J. A. Crowther, B. A.","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"E. E. Brooks, B. Sc., A. M. I. E. E.","author",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"Mrs. Hertha Ayrton.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Professor C. S. Myers, M. A., M. D.","author",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA
"Professor H. A. Wilson, D. Sc., F. R. S.","author",70,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA
"Dr. Tempest Anderson.","author",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA
"Professor T. G. Bonney, F. R. S.","author",71,NA,NA,NA,NA,NA,NA,NA,NA,22,70,NA
"Charles E. Fawsitt, D. Sc., Ph. D.","author",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA
"Professor Andrew Gray, F. R. S.","author",72,NA,NA,NA,NA,NA,NA,NA,NA,23,71,NA
"W. E. Sumpner, D. Sc., M. I. E. E.","author",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"Professor J. Perry, F. R. S.","author",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"Richard Henry Greaves.","author",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"E. H. Griffiths, F. R. S.","author",9,NA,NA,NA,NA,NA,NA,NA,NA,24,9,NA
"Ernest Wilson","author",39,NA,NA,NA,NA,NA,NA,NA,NA,25,37,NA
"Sir William Preece, F. R. S.","author",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA
"W. Burton, B. A., B. Sc.","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"E. Parr Metcalfe, B.Sc.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"A. O. Rankine, B. Sc.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"E. Gold, M. A.","author",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"U. Behn","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"Alfred W. Porter, B. Sc.,","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"H. L. Callendar, F. R. S.","author",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"J. A. McClelland, M. A., D. Sc.","author",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA
"Professor J. Joly, F. R. S.","author",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA
"W. R.","author",52,0,0,NA,NA,NA,NA,NA,NA,NA,51,NA
"G. H. B.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"C. R. M.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"R. M.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"F. W. D.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"C. T. R. Wilson, F. R. S.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"V. H. Winson","author",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
"G. F. O\#x2019;Dell","author",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
"George Jerusalem","author",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA
"William Jackson Pope, F. R. S.","author",74,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA
"Bryan Cookson, M. A.","author",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA
"Richard B. Moore, B. Sc.","author",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA
"J. L.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"N. L.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"G. H. D.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"Dr. J. A. Ewing, C. B., F. R. S.","author",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA
"W. C. D. Whetham M. A., F. R. S.","author",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA
"H. H. Paine, B. A.,","author",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA
"E. Wheeler","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"D. Crothers","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"R. J. Caldwell, D.Sc.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"R. Whymper","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"E. Rutherford F. R. S.","author",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
"H. Geiger Ph. D.,","author",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
"Professor E. Rutherford F. R. S.","author",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
"Hans Geiger, Ph. D.","author",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
"Sir William Ramsay, K. C. B. F. R. S","author",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA
"Herbert Edmeston Watson B. Sc., (Lond. )","author",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA
"Sir William Ramsay F. R. S.","author",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA
"Alexander Thomas Cameron, M. A., B. Sc.,","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Edward C. Edgar, D. Sc.","author",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA
"T. H. Laby, B. A.","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"H. F. Haworth, Ph. D., M. Sc., B. Eng., Assoc. M. I. E. E.","author",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA
"Professor W. E. Aryton, F. R. S.","author",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA
"E. J. Garwood, M. A., Sec. Goel. Soc.","author",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA
"R. M. Deeley, F. G. S.","author",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA
"Henry Woodward, LL. D., F. R. S., F. G. S.","author",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA
"J. W. Nicholson, D. Sc., B. A.,","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"S. R. Milner, D. Sc. (Lond.)","author",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"W. M. Hicks, F. R. S.","author",54,NA,NA,NA,NA,NA,NA,NA,NA,0,53,NA
"Professor Thomas Turner, M. Sc.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"E. Cunningham, M. A.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Professor Karl Pearson, F. R. S.","author",37,NA,NA,NA,NA,NA,NA,NA,NA,13,35,NA
"Walter Rosenhain, B. A., B. C. E.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"P. A. Tucker","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"H. L. Callendar, M. A., F. R. S.","author",80,NA,NA,NA,NA,NA,NA,NA,NA,26,79,NA
"G. W. C. Kaye, B. A. (Cantab.), B. Sc. (Lond.), A. R. C. Sc.,","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"N. Eumorfopoulos, B.Sc.,","author",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
"Richard C. Maclaurin, M. A., Sc. D., LL. D.,","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"W. Geoffrey Duffield, D. Sc.","author",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"Prof. J. Larmor, Sec. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"The Earl of Berkeley, F. R. S.","author",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"C. V. Burton, D. Sc. (Lond.)","author",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"C. Cuthbeetson","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"M. Cuthbeetson","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"Prof. F. T. Trouton, F. R. S.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"T. Martin Lowry, D. Sc.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Prof. Armstrong, F. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Commander L. Chetwynd, R. N.","author",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA
"Rear-Admiral A. M. Field, R. N., F. R. S.","author",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA
"J. W. Bispham, B. A., B. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Prof. Sir J. J. Thomson, F. R. S.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"C. E. Haselfoot, M. A.","author",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
"Prof. J. S. Townsend, F. R. S.","author",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
"T. Royds, M. Sc.","author",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"Prof. E. Rutherford, F. R. S.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"J. Nicol, B. A., B. Sc.","author",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA
"Prof. H. A. Wilson, F. R. S.","author",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA
"J. A. Crowther, B.A.,","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"R. D. Kleeman, B. A., B. Sc.","author",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA
"Prof. Sir J. J. Thomson, F. R .S.","author",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,NA
"Prof. T. B. Wood","author",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA
"W. B. Hardy, F. R. S.","author",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA
"Prof. N. Bohr (Copenhagen)","author",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
"Sir W. Ramsay, K. C .B., F. R. S.","author",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA
"W. F. G. Swann, A. R. C. S., B. Sc.","author",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
"Prof. H. L. Callendar, F. R. S.","author",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
"Prof. J. E. Petavel, F. R. S.","author",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
"H. Stanley Allen, M. A ., B. Sc.","author",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA
"E. M. Wellisch, M. A. (Sydney),","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"George C. Simpson, D. Sc.","author",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA
"Dr. Gilbert T. Walker, F. R. S.","author",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA
"G. Gerald Stoney.","author",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"The Hon. C. A. Parsons, C. B., V. -P. R. S.","author",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA
"H. A. Miers . F. R. S.","author",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA
"Herbert Edmeston Watson , B. Sc. (Lond.)","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Sidney Russ, B. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Walter Makower, B. A., B. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Oliver Lodge, F. R. S.","author",89,NA,NA,NA,NA,NA,NA,NA,NA,27,88,NA
"Dr. Alex. Muirhead, F. R. S.","author",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA
"S. E. Sheppard, D. Sc. (Lond.)","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Earl of Berkeley, F. R. S.","author",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"E. G. J. Hartley, B. A. (Oxon).","author",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
"J. A. Gray, B. Sc. (Melbourne).","author",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA
"R. J. Strutt, F. R. S.","author",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA
"J. de Graaff Hunter, M. A.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"Prof. J. B. Henderson, D. Sc.,","author",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA
"John H. Shaxby, B. Sc. (Lond.)","author",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
"H. T. Barnes","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"A. N. Shaw","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"John Zeleny","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"J. A. Crowther, M. A.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"R. D. Kleeman, D. Sc. (Adelaide), B. A. (Cantab.)","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"J. Norman Collie, F. R. S.","author",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA
"A. L. Dixon, M. A.","author",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA
"Prof. Love, F. R. S.","author",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA
"Howard T. Barnes, D. Sc.","author",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
"Prof. H. L. Callendar, M. A., LL. D., F. R. S.","author",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA
"H. C. Greenwood, M. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"W. M. Thornton, D. Sc., D. Eng.","author",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
"Sir Oliver Lodge, F. R. S.","author",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA
"Rev. H. V. Gill, S. J., B. A.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"W. J. Harrison, B. A.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Dr. Glazebrook, F. R. S.","author",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA
"H. Geiger, Ph. D.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"E. Marsden","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"E. M. Wellisch, M. A. (Sydney)","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"R. Rossi, B. Sc.","author",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA
"Prof. Arthur Schuster, F. R. S.","author",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA
"Alexander Russell, M. A., D. Sc., M. I. E. E.","author",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"F. E. Baxandall, A. R. C. Sc.","author",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"C. P. Butler, A. R. C. Sc., F. R. A. S., F. R. P. S.","author",28,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
"A. Gr.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"T. E. T.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"G. D. L.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"W. A. T.","author",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA
"J. H. Andrew, M. Sc.","author",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA
"C. A. Edwards","author",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA
"J. E. Stead, F. R. S.","author",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA
"Bertram D. Steele","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Kerr Grant","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Robert A. Houstoun, M. A., Ph. D., D. Sc.","author",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA
"Prof. A. Gray, F. R. S.","author",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,NA
"W. Wilson, M. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Prof. Ernest Wilson","author",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
"G. F. O\amp;apos;Dell","author",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
"H. W. K. Jennings","author",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA
"C. E. Kenneth Mees, D. Sc.","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"George W. Todd, M. Sc.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Prof. J. H. Poynting, F. R. S.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"R. D. Kleeman, D. Sc., B. A.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Herbert Edmeston Watson, B. Sc.","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"J. C. Chapman.","author",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA
"H. L. Porter","author",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA
"J. Mercer, B. A.","author",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA
"Prof. A. R. Forsyth, Sc. D., LL. D., F. R. S.","author",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA
"Maurice F. FitzGerald, B. A.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Prof. Sir J. Larmor, Sec. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Thomas Wright","author",97,0,NA,NA,1,1,NA,NA,NA,NA,20,NA
"Sir George H. Darwin, K. C. B., F. R. S.","author",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"Prof. E. G. Hill, D. Sc.","author",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
"Dr. A. P. Sirkar","author",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
"Prof. H. A. Miers, F. R. S.","author",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,NA
"Prof. W. A. Osborne","author",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"W. Sutherland","author",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"Prof. J. N. Langley, F. R. S.","author",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA
"George E. Hale, For. Mem. R. S.","author",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
"Ferdinand Ellerman.","author",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA
"G. W. C. Kaye, B. A. (Cantab.), D. Sc. (Lond.), A. R. C. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Walter Rosehain, B. A., D. Sc.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"J. C. W. Humfrey, B. A., M. Sc.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"Prof. A. Fowler, A. R. C. S., F. R. A. S.","author",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,NA
"P. Phillips, D. Sc., B. A.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"Arthur John Berry, B. A.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Sir Edward Thorpe, C. B., LL. D., F. R. S.","author",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
"Arthur Gordon Francis, B. Sc., F. I. C.","author",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
"Philip Francis Everitt","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Prof. Karl Pearson, F. R. S.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"H. Thirkill, B. A. (Cantab.), B. Sc. (Lond.)","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"L. F. Richardson","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"George W. Walker, A. R. Sc., M. A.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"F. B. Pidduck, B. A.","author",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"Prof. A. E. H. Love, F. R. S.","author",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA
"Sir Joseph Larmor, Sec. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Prof. A. H. Gibson, D. Sc.","author",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
"L. Vegard","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Prof. W. H. Bragg, F. R. S.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Sir James Dewar, M. A., LL. D., Sc. D., F. R. S.","author",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA
"R. Rossi, M. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"P. V. Bevan, M. A.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Prof. Sir. J. J. Thomson, F. R. S.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Robert B. Sangster.","author",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"S. Kinoshita.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"T. G. Bedford, M. A.","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"Prof. E. H. Griffiths, F. R. S.","author",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA
"A. von Antropoff","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"Guy Barlow, D. Sc.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"C. J. T. Sewell, B. A.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"Prof. H. Lamb, F. R. S.","author",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
"E. Marsden, B. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"E. Rutherford, F. R. S.","author",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"E. N. Da C. Andrade, B. Sc.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"Clive Cuthbertson","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"Maude Cuthbertson.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
"R. D. Kleeman, D. Sc., B. A.,","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"Karl Pearson, F. R. S.","author",37,NA,NA,NA,NA,NA,NA,NA,NA,13,35,NA
"D. Orson Wood, B. Sc., A. R. C. Sc.","author",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"Prof, the Hon. R. J. Strutt, F. R. S.","author",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"Robert B. Sangster","author",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA
"Miss I. F. Homfray, D. Sc.","author",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"John Eustice, B. Sc.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"Sir J. Larmor, Sec. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"W. G. Duffield, D. Sc.","author",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"Prof. A. Schuster, F. R. S.","author",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA
"J. Vargas Eyre, Ph. D.","author",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA
"J. A. Gray, B. Sc.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"William Wilson, M. Sc. Hon.","author",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA
"J. N. Brown, A. R. C. S.","author",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
"Bertram Hopkinson, F. R. S.","author",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,NA
"Robert Tabor Lattey.","author",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA
"A. O. Rankine, D. Sc.","author",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA
"Prof. S. P. Thompson, F. R. S.","author",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA
"Prof. Sir Joseph Larmor, Sec. R. S.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"late Prof. W. E. Ayrton, F. R. S.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"J. Ivon Graham, B. Sc. (Lond.), A. R. C. Sc. I","author",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA
"Prof. W. N. Harley, F. R. S.","author",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA
"L. Southerns, B. A. (Cantab.), B. Sc. (Lond.)","author",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"Sir J. J. Thomson, F. R. S.","author",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA
"Principal H. A. Miers, F. R. S.","author",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA
"G. I. Taylor, B. A.","author",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"J. J. Manley, Hon. M. A. Oxon.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"Prof. E. B. Elliott, F. R. S.","author",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
