"node_id","node_type","all_time_communities","slice_1650_1699","slice_1675_1724","slice_1700_1749","slice_1725_1774","slice_1750_1799","slice_1775_1824","slice_1800_1849","slice_1825_1874","slice_1850_1899","slice_1875_1924","publication_communities"
"106717","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106718","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156,129,56"
"106719","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106720","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106721","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2,0"
"106722","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5"
"106723","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106724","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106725","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5"
"106726","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8,196,26"
"106727","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106728","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1155,128,55"
"106729","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106732","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106733","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,20,9"
"106734","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,119,1,8,2,0"
"106735","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1157,130,57"
"106736","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106737","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139,113,38"
"106738","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106739","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5,3,2"
"106740","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106744","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8"
"106745","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106746","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106747","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106748","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106749","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106750","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142,116,41,0"
"106751","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106752","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1147,121,47"
"106753","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139,113,38"
"106754","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108,0,79,20"
"106755","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106756","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,53,12"
"106757","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108,0,79,20"
"106758","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,135,26,12"
"106759","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1072,86,37,0"
"106760","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5,3,125"
"106761","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029,77,37,15,7"
"106762","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"106763","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106764","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,20,9"
"106765","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1158,131,58"
"106766","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"106767","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106768","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106773","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106774","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106775","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106776","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106777","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1155,128,55"
"106778","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106779","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106780","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5"
"106781","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106784","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106785","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1084,100,52,17"
"106786","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1130,103,29"
"106787","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106788","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106789","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106790","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106791","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1159,132,59,0"
"106792","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106793","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106794","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,20,9"
"106795","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"106796","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106797","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106800","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,57,21,18"
"106801","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106802","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106804","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8,5"
"106805","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106806","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,323,542,0"
"106807","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,8,5"
"106808","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2,7,5"
"106809","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106810","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,8,5"
"106812","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1029,77,37,15,7"
"106813","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106814","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106815","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106816","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,36,40,5,3,0"
"106817","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106818","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106819","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106823","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106824","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106825","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106826","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106827","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106828","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106829","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142,116,41,0"
"106830","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106831","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106832","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"106833","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,135,26,12"
"106834","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106838","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,118,70,5,3"
"106839","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1157,130,57"
"106840","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,101,53,12"
"106841","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106842","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106843","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106844","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106845","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,26,8"
"106846","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142,116,41,0"
"106847","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106848","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106849","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1160,133,60"
"106850","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106854","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106855","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106856","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106857","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106858","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106859","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106860","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106862","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106863","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1144,118,43"
"106864","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106865","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106866","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106867","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1130,154,103,29"
"106868","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,135,26,12"
"106869","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,41,16,0"
"106870","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,118,70,5,3"
"106871","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106872","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108,79,20,0"
"106873","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106874","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,26,1"
"106875","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139,113,38"
"106876","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2,0"
"106877","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106878","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106883","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106884","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"196,20,9"
"106885","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5,3,125"
"106886","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106887","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2"
"106888","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106889","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106890","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106892","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106893","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106894","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2"
"106897","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1161,134,61"
"106898","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16,922,3,2"
"106899","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106900","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106901","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,3,4,1,2"
"106902","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108,79,20,0"
"106903","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1159,132,59,0"
"106904","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1130,103,29"
"106905","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106907","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106908","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106909","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5,3,125"
"106910","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3"
"106911","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1162,135,62"
"106912","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106913","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106916","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106917","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106919","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106920","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1096,114,66,0"
"106921","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1142,116,41,0"
"106922","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106923","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1157,130,57"
"106924","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106925","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31"
"106928","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106929","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106930","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,0,3"
"106931","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106932","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106933","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106934","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106935","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"106936","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106937","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106942","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106943","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139,113,38"
"106944","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106945","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1114,0,85,21"
"106946","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1159,132,59,0"
"106947","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,30,7,5"
"106948","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1157,130,57"
"106949","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106952","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106953","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1161,134,61"
"106954","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106955","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106956","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1154,127,54,0"
"106957","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106958","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106959","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106960","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106961","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106962","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106963","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106967","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139,113,38"
"106968","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106969","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"106970","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106971","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106972","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"106973","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"106974","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106975","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106977","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2"
"106979","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106980","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,0,7,5"
"106981","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106982","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"106983","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106984","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"106985","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106986","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,2,8,0,5"
"106987","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106988","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,0,1,8"
"106989","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"106990","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"106991","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1163,136,63"
"106994","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106995","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"106996","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106997","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"106998","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2"
"106999","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107000","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107002","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107003","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"107006","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,57,21,18"
"107007","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2,94,24,0"
"107008","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107009","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"107010","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1152,126,52"
"107011","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2,0"
"107012","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107013","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107014","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107015","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"107016","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107017","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107021","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107022","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2"
"107023","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"107024","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107025","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"107026","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107027","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107028","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107029","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107031","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107032","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107033","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107034","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"107035","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107036","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,2"
"107037","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1152,126,52"
"107038","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107039","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107040","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1163,136,63"
"107043","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107044","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1108,79,20,0"
"107045","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,0,41,16"
"107046","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107047","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,1,2,0"
"107048","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107049","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1032,5,3,0"
"107050","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107051","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107052","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,103,55,3,2"
"107053","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97,8,5"
"107055","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"107056","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107057","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107058","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107059","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,94,24,0"
"107061","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,7,5,3,125"
"107062","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,3,0"
"107063","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"922,106,31,0"
"107066","publication",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
