id,type
"Sir Joseph J. Thomson, O. M., F. R. S.",author
George Oakley Fleming,author
"A. Tanakadate, Rigakusi",author
"Dr. Hans Gadow, F. R. S.",author
G. Kennedy,author
"Professor B. Stewart, F. R. S.",author
R. S. B.,author
"W. R. Dunstan, F. R. S.",author
Signior Borelli,author
C. F. Sch\#x153;nbein,author
Robert Hook,author
Professor D. J. Hamilton,author
John Cullum,author
John Murray,author
"Sir David Gill, K. C. B., F. R. S., H. M.",author
George Earl of Cromertie,author
"Mr. Frank McClean, F. R. S.",author
J. Challis,author
H. F. Talbot,author
Albert G\#xFC;nther,author
John Kinnersley Smythies,author
"J. S. Townsend, F. R. S., M. A.",author
"J. R. Green, M. A., B. Sc., F. L. S.",author
William Parkes,author
Sam. Foley,author
Mons. Vernede,author
James Horsburgh,author
W. L. Wharton,author
J. Belavenetz,author
"B. Stewart, F. R. S.",author
"Sir Joseph Lister, Bart., P. R. S.",author
Signor Campani,author
"Dr. J. Hopkinson, F. R. S.",author
"T. Mather, F. R. S.",author
"H. E. Armstrong, LL. D., Ph. D., F. R. S.",author
William Barlow,author
M. Denis,author
"J. Vargas Eyre, Ph. D.",author
James Peacock,author
Nicolas Munckley,author
Robert Mawgridge,author
Prof. W. A. Osborne,author
"Professor H. L. Callendar, F. R. S.",author
J. S. Macdonald,author
Mrs. Tennison,author
" W. Burnside, F. R. S.",author
"Sir John Lubbock, F. R. S.",author
Astronomer Royal,author
G. Golding Bird,author
Stephen Lee,author
John Canton,author
Henry Philips,author
Messieurs Duli,author
"Prof. Sir William Thomson, F. R. S.",author
W. E. Dalby,author
Gabrielle L. C. Matthaei,author
"J. Fayer, C. S. I., M. D., F. R. C. P. Lond., F. R. S. E.",author
"E. T. Hardman, F. C. S.",author
W. Mitchell,author
Edgar Philip Perman,author
James Mounsey,author
Archibald Menzies,author
John Luffkin,author
Mr. Forster,author
"S. A. Hill, B. Sc.",author
"J. C. Mottram, M. B. (Lond.)",author
H. Bence Jones,author
"A. Croft Hill, M. A., M. B.",author
Theodore de Mayerne,author
"J. J. Sylvester, D. C. L., F. R. S. ",author
(Mrs.) Hertha Ayrton,author
Professor E. Rutherford F. R. S.,author
"Prof. P. V. Bevan, M. A.",author
"W. J. Macquorn Rankine, C. E., LL. D., F. R. SS. Lond. \amp; Edin., \amp;c.",author
"W. B. Carpenter, M. D., F. R. S.",author
J. A. Rizzi Zannoni,author
Dr. Saunders,author
"Captain H. P. Dawson, R. A.",author
"S. S. Zilva, Ph. D., M. Sc.",author
"W. Carrick Anderson, M. A., D. Sc.",author
Mr. Mason,author
"J. D. Chorlton, B. Sc.",author
A. W. Hofmann,author
"Herbert Edmeston Watson B. Sc., (Lond. )",author
Thomas Hyde Page,author
"J. Burdon-Sanderson, M. A., M. D., F. R. S.",author
Alice Johnson,author
G. Massee.,author
"Richard C. Shettle, M. D.",author
"J. H. N. Hennessey, Esq., F. R. A. S.",author
John Long,author
John Taylor,author
"C. Thompson, F. C. S., F. L. C.",author
William Fauquier,author
"F. Frost Blackman, D. Sc., F. R. S.",author
"Ernest Ormerod, Ph. D., M. Sc. (Vict.)",author
"C. S. Sherrington, F. R. S.",author
"H. F. Newall, M. A.",author
John Lloyd,author
Prof. T. B. Wood,author
Mons. Couzier,author
Dr Arnold Durig,author
Wm. Hale,author
Jac. Theod. Klein,author
"Sheridan Del\#xE9;pine, M. B. Edin.",author
"Dr. A. R. Forsyth, F. R. S.",author
Carolo Rinaldini,author
Philip Morant,author
Pere Feuillee,author
Mr. Vaillant,author
"Professor T. G. Bonney, D. Sc., LL. D., V. P. R. S.",author
"David Thomson, M. B., Ch. B. Edin., D. P. H. Cantab.",author
"Wm. Turner, M. B. (Lond.)",author
Theodore Jacobson,author
"F. A. Dixey, B. A. Oxon",author
"Major A. W. Baird, R. E.",author
"W. C. M\amp;apos;Intosh, M. D., F. R. S. E., F. L. S",author
"Hans Gadow, Ph. D., M. A.",author
H. Caro,author
"Mary Seegar, B. Sc.",author
Rev. S. J. Perry,author
"Sir George Baden-Powell, K. C. M. G., M. P.",author
"H. N. Moseley, M. A. Oxon.",author
"G. C. Simpson, D. Sc.",author
"John Berry Haycraft, M. B., B. Sc., F. R. S. E.",author
"Captain L. Darwin, R. E.",author
J. F. Daniell,author
"Sir William Ramsay, K. C. B., F. R. S.",author
Dr. Steigertahl,author
Conrad Beck,author
William Hewson,author
"W. A. Shenstone, F. R. S.",author
William Saunderson,author
"Meyer Wildermann, Ph. D.",author
"Professor J. D. Macdonald, M. D., F. R. S.",author
"Sir A. E. Wright, F. R. S.",author
"E. A. Newell Arber, M. A., Sc. D., F. G. S., F. L. S.",author
H. N. Moseley,author
W. Addison,author
"C. W. Merrifield, F. R. S.",author
"Charles Davison, M. A., F. G. S.",author
F. H. Pike,author
"K. J. P. Orton, Ph. D., M. A.",author
Cotton Mather,author
H. C. Leake,author
"D. Thoday, M. A.",author
Arthur Smithells.,author
Charles G. B. Daubeny,author
"John Ellis Chapman, M. R. C. S., L. R. C. P.",author
Mr. Savard,author
Dr. Ritter von Lang,author
Bishop of Carlisle,author
"Herbert Tomilnson, B. A.",author
Robert Mylne,author
"F. W. Pavy, M. D., F. R. S.",author
"A. E. Tutton, Assoc. R. C. S.",author
"John H. Shaxby, B. Sc. (Lond.)",author
"Prof. F. W. Gamble, F. R. S.",author
Agnes M. Kelly,author
"William Arthur Bone, D. Sc., F. R. S.",author
Lieut.-Col. Sabine,author
"Dr. F. W. Keeble, F. R. S.",author
Thomas Barker,author
"R. T. Glazebrook, C. B., F. R. S.",author
Thomas Combes,author
James W. McBain,author
"Admiral Richards, F. R. S.",author
"Admiral Sir Henry Jackson, G. C. B., F. R. S.",author
Albert Le Sueur,author
"A. C. Lewis, M. A.",author
Mary T. Fraser,author
Jezreel Jones,author
M. Pingre,author
"Prof. J. A. McClelland, F. R. S.",author
"Charles Creighton, M. B., M. A.",author
Edmund Hally,author
Thomas Albert Carter,author
"H. B. Keene, D. Sc.",author
"G. W. C. Kaye, B. A. (Cantab.), B. Sc. (Lond.), A. R. C. Sc.,",author
"J. B. Cohen, F. R. S.",author
Prof. Stokes,author
James Hogarth.,author
"B. A. Keen, B. Sc.",author
"Raymond Pearl, Ph. D.",author
"W. M. Hicks, D. Sc., F. R. S.",author
"Professor Arthur Schuster, F. R. S.",author
Mons. Bussiere,author
"Bertram Hopkinson, M. A., M. I. C. E. ",author
"John Haldane, M. A., M. D.,",author
Dr. Tong,author
Captain M&apos;Clintock,author
R. Bulkley,author
"Professor Michael Foster, M. D., F. R. S.",author
A. G. Melville,author
"Professor Frederick Guthrie, F. R. S.",author
Andrew Peter Du Pont,author
"Prof. A. C. Seward, F. R. S.",author
D. Nath. Fairfax,author
Didaco De Revillas,author
"Captain E. W. Creak, R. N., F. R. S.",author
"A. M. Anderson, M. D., Medical Officer of Health, Dundee.",author
"Professor Dewar, F. R. S.",author
Dr. W. Kuhne,author
T. Coe,author
Franc. Linus,author
"Prof. J. W. Nicholson, F. R. S.",author
"C. William Siemens, F. R. S., D. C. L., Mem. Inst. C. E.",author
A. A. Kanthack,author
"T. H. Laby, B. A.",author
"Prof. Sir J. J. Thomson, O. M.; F. R. S.",author
"W. L. Cowley, A. R. C. Sc., D. I. C., Wh. Sc.",author
Charles Browne,author
John Christoph,author
"W. F. Barrett, F. R. S.",author
"Augustus Waller, M. D., F. R. S.",author
Joseph Warren Zambra,author
J. J. Harris,author
"Prof. E. Starling, F. R. S.",author
"Professor Bonney, F. R. S.",author
Richard Hassel,author
Benjamin Colman,author
"A. H. Leahy, M. A.",author
"William Watson, A. R. C. S., B. Sc., F. R. S.",author
Joseph Ames,author
Charles Duke of Richmond,author
John Hunter,author
Anth Van Leeuwenhoek,author
Geo. Lynn,author
"John R. Airey, M. A., D. Sc.",author
P.G. Tait,author
"C. T. R. Wilson, M. A.",author
"Professor McKendrick, F. R. S.",author
Matthew Raper,author
M. Chappe,author
"J. Gray, M. A.",author
H. S. Ryland,author
"G. J. Stoney, M. A., F. R. S.",author
Is. Bayley Balfour,author
"A. Ernest Evans, M. B., C. M.",author
Father Gramont,author
"F. H. Neville, F. R. S.",author
"Sir S. F. Harmer, K. B. E., F. R. S. ",author
Professor A. C. Haddon,author
"T. G. Brodie, M. D., F. R. S.",author
"Prof. A. N. Whitehead, F. R. S.",author
Correa de Serra,author
"F. A. Bainbridge, M. A., M. D.",author
"J. S. Haldane, M.A., M.B.",author
George Whitehurst Hearn,author
Vitaliano Donati,author
"Muriel Robertson, M. A.",author
M.De Reaumur,author
"Dr. H. F. Baker, F. R. S.",author
Campbell De Morgan,author
Owen Lloyd,author
James P. Joule,author
"J. C. Ewart, M. D. ",author
"Dr. A. Theiler, C. M. G.",author
Rear-Admiral FitzRoy,author
"W. West, F. L. S.",author
William Briggs,author
Michael Godden,author
"G. Lovell Gulland, M. A., B. Sc., M. D., F. R. C. P. E.",author
"Alexander Russell, M. A., D. Sc., M. I. E. E.",author
F. A.,author
"J. Rose Bradford, For. Sec. R. S.",author
John Haighton,author
Mr. J. H. Jeans,author
William Burnett,author
J. H. Lefroy,author
"B. Thompson Lowne, F. R. C. S.",author
Mr. Fisher,author
Henry Negretti,author
Mr. William Low,author
Miss H. J. Johnstone,author
"W. M. Hicks, Sc. D., F. R. S.",author
John Longfield,author
"A. K. Huntington, F. Inst. Chem., A. R. S. M., F. C. S.",author
Jonathan Kay,author
John Elton,author
"Alexander Kellas, B. Sc.",author
W. Cooper,author
"J. S. Burdon Sanderson, F. R. S.",author
Arthur Dobbs,author
Jos. Nic. De L&apos;Isle,author
Edward T. Hardman,author
William Folkes,author
"George J. Burch, M. A., D. Sc. (Oxon), F. R. S.",author
"S. Chapman, M. A., D. Sc.",author
"Professor Burdon-Sanderson, F. R. S.",author
"Rev. Samuel Haughton, M. D. Dubl., D. C. L. Oxon, F. R. S.",author
A. Strange,author
"Gerald F. Yeo, M. D., F. R. C. S.",author
Mr. Petto,author
Nevil Story-Maskelyne,author
"G. West Royston-Pigott, M. A., M. D. Cantab., Memb. Roy. Coll. Phys., \amp;c.",author
J. V. Thompson,author
"Sydney J. Hickson, M. A. (Cantab.), D. Sc. (Lond.)",author
Captain South,author
Stephen Hales,author
William Courten,author
W. B. Huff,author
Antonio De Ulloa,author
Martin Lyster,author
G. B. Jeffery,author
Ger. Fred. Muller,author
"Surgeon-Captain David Bruce, A. M. S.",author
"Pro\#xAD;fessor M. Foster, Sec. R. S.",author
"Victor Horsley, F. R. S., F. R. C. S.",author
Dr. Anderson,author
"W. H. Dines, B. A.",author
Alexander Russel,author
"Sir Robert A. Hadfield, F. R. S.",author
"Major-General Sir Henry James, R. E., F. R. S., \amp;c.",author
William Hayden.,author
Professor Cayley.,author
"William B. Carpenter, M. D., F. R. S.",author
"Professor J. M. Thomson, F. R. S.",author
"John MacWilliam, M. D.",author
John Kidd,author
"Herbert Watney, M. A., M. D. Cantab. ",author
Mr. Warner,author
"Captain Spratt, C. B., R. N., F. R. S.",author
Thomas Beddoes,author
"J. F. Gaskell, M. A., M. D., F. R. C. P., D. P. H.",author
Benj. Wilson,author
William Roxburgh,author
"J. Tyndall, D. C. L., LL. D., F. R. S.",author
Owen Biddle,author
Didier L&apos;Alleman,author
"J. A. Murray, M. D., B. Sc.",author
"D. McIntosh, M. A., D. Sc.",author
John Sackette,author
Miss F. Isaac,author
James Robertson,author
"T. E. Stanton, D. Sc., M. Inst. C. E.",author
"Professor H. S. Hele-Shaw, LL. D., F. R. S.",author
Dr. Miles,author
"Miss F. Tozer, B. Sc. London.",author
William Cole,author
"John Tyndall, Ph. D., F. R. S.",author
"George Senter, B. Sc.",author
"Sir W. Ramsay, K. C. B., F. R. S.",author
"E. H. Chapman, M. A., D. Sc.",author
Father Jartoux,author
Tho. Dereham,author
A. Wynter Blyth.,author
Robert Southwel,author
D. M. S. Watson,author
"Professor Mills, F. R. S.",author
"E. A. Newell Arber, M. A., Sc. D., F. G. S.",author
Mr. Molloy,author
"John Aitken, F. R. S.",author
Robert James Lord Petre,author
"Professor Wyville Thomson, F. R. S.",author
Toyojiro Kato.,author
Humphry Davy,author
Samuel Cruwys,author
James Carson,author
"Archibald Smith, M. A., LL. D., F. R. S.",author
G. J. s&apos;Gravesande,author
"Edward L. Moss, M. D., R. N., late of H. M. S.",author
Leopold McClintock,author
John Channing,author
"Miss Maria M. Ogilvie, D. Sc.",author
"William R. Jack, M. D., B. Sc.",author
"James A. Ewing, F. R. S.",author
"Percy Groom, M. A.",author
"Francis Gotch, Hon. M. A., Oxford",author
J. S. Edkins,author
C. W. Merrifield,author
Muriel Robertson,author
"C. W. Andrews, D. Sc.",author
"Prof. s. J. Hickson, F. R. S.",author
"Alfred J. Ewart, B. Sc. (Oxon.), D. Sc. (Lond.), Ph. D., F. L. S.",author
"H. M. Vernon, M. A., M. B.",author
George Lewis,author
"G. Thin, M. D. ",author
Woodbine Parish,author
"T. A. Henry, D. Sc.",author
"Walter Gardiner, B. A.",author
"J. J. Thomson, M. A.",author
"J. H. Smith, M. Sc.",author
C. K. H. Lock,author
T. Rupert Jones,author
"Sir J. J. Thomson, F. R. S.",author
"H. C. Sorby, F. R. S.",author
Prof. Bunsen,author
"Alexander J. Ellis, B. A., F. R. S., F. S. A.",author
"Dr. Herschel, LL. D., F. R. S.",author
Thomas Stephens Davies,author
"Lieutenant-General R. Strachey, F. R. S.",author
"Dr. H. Gadow, F. R. S.",author
"R. D. Oldham, F. R. S.",author
Dr. Robert Broom,author
"Balfour Stewart, M. A., LL. D., F. R. S.",author
"Prof. W. M. Thornton, D. Sc., D. Eng.",author
"David Ferrier, M. D. F. R. S.",author
William Rowan Hamilton,author
Dirick Rembrantz van Nierop,author
Richard Kirwan,author
"Francis Elgar, LL. D., F. R. S. E.",author
"Francis Gotch, M. A. (Oxon), F. R. S.",author
"Augustus Waller, M. D.",author
"Professor J. C. Ewart, F. R. S.",author
N. Witsen,author
"Thomas Andrews, F. R. S. E., F. C. S. C.",author
Maude Cuthbertson,author
"J. R. Green, B. Sc., B. A.",author
J. Farey,author
William Paxton,author
"W. Cramer, Ph. D., D. Sc.",author
Daniel Colwall,author
"C. E. K. Mees, B. Sc.",author
"W. B. Morton, M. A.",author
Drs. J. A. Harker,author
Thomas Milner,author
J. Wallace,author
"F. W. Aston, M. A., D. Sc.",author
"Captain Abney, R. E., F. R. S.",author
"W. B. M. Martin, M. B.",author
"W. Eric Bousfield, B. A.",author
"Prof. Lionel Beale, M. D.",author
Walter Makower,author
Joseph Harris,author
A. E. S.,author
Harry Grimshaw,author
"Robert McCarrison, M. D., D. Sc., F. R. C. P.",author
"Prof. R. Owen, F. R. S.",author
"E. J. Garwood, M. A., Sec. Goel. Soc.",author
James McQueen,author
Francis Geach,author
"James Muir, B. Sc., B. A.",author
A. C. Claudet,author
"Sir Henry E. Roscoe, F. R. S.",author
Benjamin Guy Babington,author
"George Hoggan, M. B.",author
John Walker,author
T. W.,author
W. Cramer,author
"F. Frost Blackman, D. Sc.",author
"E. S. Richards, B. Sc.",author
"Prof. J. Graham Kerr, F. R. S.",author
"Professor B. Price, F. R. S.",author
"Hugh L. Callendar, M. A.",author
William Fawkener,author
W. N. Parker.,author
"W. W. Randall, Ph. D.",author
"St. George Mivart, M. D., F. R. S.",author
Francis Gulston,author
Richard Walker,author
"Prof. Stokes, Sec.R. S.",author
"W. N. Jones, M. A.",author
"E. Ray Lankester, M. A., F. R. S.",author
Svante Arrhenius,author
Mr. Wollaston,author
"Cresswell Shearer, M. D., D. Sc., F. R. S.",author
P. Hanly,author
"Ludwig Mond, F. R. S.",author
Dr. Cyprianus,author
Marmaduke Tunstall,author
Walter Bowman,author
William Burnet,author
J. W. Bailey,author
"A. C. Seward, F. R. S.",author
Sir William De W. Abney K. C. B. F. R. S.,author
"E. F. Burton, Ph. D.",author
"C. S. Whitehead, M. A.",author
"Captain H. R. Bateman, R. A. M. C.",author
"Sir J. B. Lawes, Bart., LL. D., F. R. S., F. C. S.,",author
Macquorn Rankine,author
"Major Bagnold, R. E.",author
"C. William Siemens, D. C. L., F. R. S., M. I. C. E.",author
Tho. Dawkes,author
"Professor O. Lodge, F. R. S.",author
G. Dollond,author
"Isidor Morris Heilbron, Ph. D.",author
"Sir Francis Darwin, F. R. S.",author
"E. T. Halnan, M. A.",author
Maxwell Simison,author
W. D. H.,author
"J. C. W. Humfrey, B. A.",author
"Arthur E. Shipley, M. A.",author
"Robert McCarrison, M. D., M. R. C. P. (Lond)",author
"J. F. Bullar, M. B. Cantab., F. R. C. S.",author
Thomas Snow Beck,author
Basil Hall,author
Carolina,author
Alexander Orme,author
"Captain W. De W. Abney, C. B., F. R. S.",author
"E. H. Archibald, M. A., Ph. D.",author
Edw. Brown,author
"Prof. D. E. Hughes, F. R. S.",author
"Professor M. W. Travers, F. R. S.",author
"J. Hammond, M. A.",author
"Raymond C. Dearle, M. A.",author
"Dr. John Tyndall, F. R. S.",author
"W. H. Ince, Ph. D., F. I. C.",author
"George W. Walker, M. A., A. R. C. Sc.",author
James Wilson,author
John Stewart,author
F. Escombe,author
James Younge,author
Sylvester Douglass,author
"Captain H. C. Bazett, M. C., R. A. M. C.",author
"Professor Marshall Ward, F. R. S.",author
"J. W. L. Glaisher, Sc. D., F. R. S.",author
"J. N. Langley, M.A., F. R. S.",author
M. Pecquet,author
"Professor K. Pearson, F. R. S.",author
Mons. De la Lande,author
Archibald Smith,author
"Humphrey Owen Jones, M. A.",author
Earl of Morton,author
M. Somerville,author
"J. F. T. Young, M. A.",author
Miss P. G. Fawcett,author
"M. Wilderman, Ph. D., B. Sc. (Oxon)",author
"J. G. Adami, F. R. S.",author
"S. J. A. Salter, F. R. S.",author
George Best,author
"J. Rose Bradford, M. D., Sec. R. S.",author
Charles Edward Groves.,author
"A. Macfadyen, M. D., B. Sc.",author
John Berry Haycraft. M. D.,author
"Professor J. Rose Bradford, For. Sec. R. S.",author
"A. Vernon Harcourt, M. A., F. R. S.",author
"Sir H. E. Roscoe, F. R. S.",author
"Rev. S. J. Perry, S. J., F. R. S.",author
"Sir T. Lauder Brunton, Bart, F. R. S.",author
"Miss A. L. Embleton, B. Sc.",author
"Mary D. Waller, B. Sc.",author
W. Noble,author
Jeremiah Dixon,author
"General J. T. Walker, R. E., C. B., F. R. S., LL. D.",author
"Bhabonath Banerji, M. Sc.",author
D. Rennoldson,author
Abr. de Moivre,author
Christopher Middleton,author
Dr. Sampson,author
Mr. Rowlands,author
"Sidney Russ, D. Sc. (Lond.) ",author
"A. Cayley, F. R. S .",author
Allen Cooper,author
"G. Herbert Fowler, B. A., Ph. D.",author
"Prof. H. F. Baker, F. R. S.",author
Father Gaubil,author
Jos. Morland,author
George Lynn,author
Francis Watkins,author
"Edward C. Jeffrey, Ph. D.",author
"C. T. R. Wilson, M. A., F. R. S.",author
"F. D. Chattaway, F. R. S.",author
Sir E. Rutherford,author
Monsieur Du Son,author
A. H. Church,author
Mr. Buttersield,author
"George Sydenham Clarke, Lieut. R. E. ",author
George Whitehead Hearn,author
Jer. Peirce,author
"George C Simpson, B. Sc.",author
"Prof. E. W. McBride, F. R. S.",author
Dr Douglas,author
"W. L. Bragg, B. A.,",author
E. J. Nanson,author
"Prof. J. C. McLennan, F. R. S.",author
Spence Bate,author
R. B. Floris F. C. S.,author
"C. Niven, M. A.",author
Samuel Glass,author
"Frank Rutley, F. G. S.",author
John Senex,author
David Ross,author
Daines Barrington,author
W. Cramer.,author
"Joseph Lunt, B. Sc., F. I. C. ",author
Joseph Dalton Hooker,author
Tho Gale,author
Edmund Turnor,author
"I. Todhunter, M. A., F. R. S.",author
Edward William Binney,author
"Balfour Stewart, F. R. S.",author
"Professor Sylvester, F. R. S.",author
John Auer,author
Francis Wollaston,author
James Bent,author
Dr. Wincler,author
William Gregor,author
"John Brownlee, M. D., D. Sc.",author
Dr. Desagulier,author
"Professor S. J. Hickson, F. R. S.",author
Alexander Garden,author
"Prof. T. Andrews, LL. D., F. R. S.",author
Dr. Robert,author
Jos. James Forrester,author
William Cockburn,author
"H. Brereton Baker, M. A. ",author
George Shuckburgh Evelyn,author
David Kinneir,author
Collins Brodie,author
E. Montgomery,author
"Professor H. B. Dixon, F. R. S.",author
"Morris W. Travers , D.Sc.",author
James J. Guest,author
"Rev. C. Pritchard, D. D., F. R. S.",author
Caleb Smith,author
"W. Aldren Turner, M. D.",author
"Robert Mallet, M. A., F. R. S.",author
"Capt. H. R. Sankey, R. E.",author
P. M. Roget,author
"William Crookes, F. R. S. V. P. C. S.",author
"Professor M. Foster, Sec. R. S",author
"Rev. G. Henslow, M. A., F. L. S.",author
"W. Maddock Bayliss, B. Sc.",author
"Bertam Hopiknson, M. A., M. I. C. E.",author
"Sir George Darwin, K. C. B., F. R. S.",author
Jas. Walker,author
John Bostock,author
Dr. Lister,author
"A. Young, M. A.",author
"Arthur R. Cushny, M. D., F. R. S.",author
