id,type
"Professor H. N. Martin, F. R. S.",author
Wm. Dixon,author
"W. E. Wilson, M. R. I. A.",author
" Sir W. Ramsay, K. C .B., F. R. S.",author
"O. W. Richardson, B. A., B. Sc.",author
W. H. A. Russell,author
James Keill,author
Sir William Thomson,author
"W. J. Dibdin, F. I. C., F. C. S., \amp;c.",author
"J. C. Ewart, M. D., F. R. S.",author
"Thomas R. Merton, D. Sc.",author
"William Gannon, M. A.",author
Edward Albert Sch\#xE4;fer,author
Tho. Mostyn,author
J. F. Gronovius,author
Thales,author
G. Cramer,author
"William Arthur Bone, D. Sc., Ph. D., F. R. S.",author
"G. W. Royston-Pigott, M. A., M. D. Cantab., F. R. S.",author
"D. H. Scott, M. A., Ph. D., F. R .S.",author
"Prof. Sir J. J. Thomson, O. M., F. R. S.",author
Daniel Coxe,author
Benjamin Collins Brodie,author
"Carl H. Browning, M. B., Ch. B.",author
Peter Derante,author
"G. H. Bailey, D. Sc., Ph. D.",author
"Prof. Love, F. R. S.",author
"Hugo W. M\#xFC;ller, Ph. D. F. R. S.",author
"Professor Cleland, M. D., F. R. S.",author
"Richard Vernon Wheeler, B. Sc.",author
Archibald Cleland,author
Richard Nairne,author
James Dunlop,author
Robert Marsham,author
"George Biddell Airy, C. B.",author
Thomas Manning,author
J. N. Lockyer,author
"Vaughan Harley, M. D., M. R. C. P.",author
"William Esson, M. A., F. R. S.",author
John Coniers,author
A. Mallock,author
"John Mortimer Heppel, M. Inst. C. E.",author
"Sir F. W. Dyson, F. R. S.",author
J. B. Allen,author
Hon. B. J. Strutt,author
"Henry E. Roscoe, F. R. S.",author
W. G. Palmer,author
"Alexander Scott, M. A., D. Sc.",author
J. Thornton Carter,author
William Brennand.,author
"S. W. F. Richardson, M. B., B. S.",author
"Professor J. Norman Lockyer, C.B., F. R. S.",author
George A. Buckmaster,author
William Murdoch,author
J. P. Schotte,author
Dr. Erlenmeyer,author
"George J. Burch, M. A. Oxon.",author
Thomas Aery,author
"F. W. Oliver, F. R. S.",author
"S. R. Douglas, M. R. C. S., L. R. C. P. (Lond.)",author
"A. A. Kanthack, M. R. C. P., M. B.",author
"Miss M. A. Whiteley, B .Sc.",author
"Sir J. Alfred Ewing, K.C. B., F. R. S.",author
"E. Marsden, B. Sc.",author
"J. M. Dodds, B. A.",author
Arthur Henfrey,author
Andrew Ure,author
"J. Paget, F. R. S.",author
Francis Palgrave,author
Irvine Masson,author
Mungo Murray,author
T. A. Knight,author
"Sir J. J. Thomson, O. M.",author
"Major-General E. R. Festing, R. E., F. R. S.",author
"James Dewar, M. A., LL. D., F. R. S., \amp;c.",author
"Professor F. G. Hopkins, F. R. S.",author
"Maria M. Ogilvie, D. Sc.",author
Dr. Beale,author
"Sir William Ramsay, K.C.B., F. R. S.",author
"Thomas Barclay, M. A.",author
"Dr. J. S. Haldane, F. R. S.",author
James Louis Macie,author
John Frederick Daniell,author
J. Hopkinson,author
Theophilus Thompson,author
Martin Triewald,author
"G. S. West, M. A., D. Sc., F. L. S.",author
"A. M. W. Downing, D. Sc., F. R. S.",author
A. G. Bennett.,author
Harriette Chick,author
"R. T. Beatty, M. A., D. Sc.",author
W. Arderon,author
"Hans Geiger, Ph. D.",author
"By Captain Abney, R. E., F. R. S.",author
"H. Hamshaw Thomas, M. A., F. G. S.",author
Professor Kamtz,author
"S. S. Cook, B. A. Cantab.",author
"S. Monckton Copeman, M. A., M. D., F. R. C. P.",author
"Professor Sir Norman Lockyer, K. C. B., F. R. S.",author
Herbert Thompson,author
"Lord Rayleigh, O. M. Pres. R. S.",author
"A. W. Williamson, F. R. S.",author
Monsieur Papin,author
"Sir William Thomson, F. R. S.",author
"H. B. Fantham, D. Sc. Lond., B. A. Cantab., A. R. C. S.",author
John Brown,author
Ph. H. Zollman,author
"W. H. Gaskell, M. D., F. R. S.",author
"Captain Abney, C. B., R. E., F. R. S.",author
"W. R. Bousfield, M. A., K. C., M. P.",author
F. Elgar,author
Richard Owen,author
Basil Wood,author
Thomas Preston,author
R. Boyle,author
Abbe Nollet,author
"H. Bayon, M. D.",author
J. A. Menzies,author
"Osborne Reynolds, M. A.",author
R. L. J. Ellery,author
George Joseph Camel,author
"Professor Owen, C. B., F. R. S.",author
Molineux Shuldham,author
"Prof. J. Burdon Sanderson, F. R. S.",author
A. Fothergill,author
J. J Sylvester,author
Mr. Farrington,author
Thomas Henderson,author
"Adrian J. Brown, F. R. S.",author
J. E. Gray,author
"J. B. Farmer, F. R. S.",author
"R. H. Elliot, I. M. S.",author
"John Stenhouse, LL. D., F. R. S.",author
M. Hugens,author
"J. Hammond, M. A., ",author
C. E. S. Phillips,author
E. Belcher,author
Andreas Sparrman,author
Patrick Russell,author
"R. C. Punnett, B. A.",author
Joel Langelot,author
"Prof. F. Keeble, F. R. S.",author
Richard Browne Cheston,author
"Reginald Graham Durrant, M. A., F. C. S.",author
"J. Braxton Hicks, M. D., F. R. S.",author
Richard Supple,author
"Professor Rudolf Virchow, For. Mem. R. S.",author
"F. M. Balfour, F. R. S.",author
"Gilbert C. Bourne, M. A., F. L. S.",author
"G. F. Fitzgerald, F. R. S., F. T. C. D.",author
W. A. Miller,author
E. T. Halnan,author
Mr. Le Cat,author
Prof. Hansteen,author
Browne Langrish,author
Dr. Pallas,author
"Fleeming Jenkin, F. R. S.",author
Rev. W. R. Westropp Roberts,author
Arthur Willey,author
J. Clark,author
R. D. Oldham,author
"Percy F. Frankland, Ph. D., B. Sc., F. C. S., F. I. C.",author
Prof. Osborne Reynolds,author
J. D. Hooker,author
Robert Plot,author
G. W. Ellis,author
"Professor Cleland, F. R. S.",author
"Professor J. Rose Bradford, F. R. S.",author
"Henry Power, M. B., F. R. C. S.",author
"Geoffrey W. Smith, M. A.",author
"Robert Abbott Hadfield, M. I. C. E.",author
William Henry,author
Wm Hey,author
Dr. E. K. Martin,author
"John Tyndall, LL. D., F. R. S.",author
Mr Angestein,author
"C. Spurge, B. A.",author
G. U. Yule,author
Joannis Boecleri,author
L. F.,author
S. H. V.,author
"Christopher Addison, M. D., B. S. (Lond.), F. R. C. S.",author
T. Graham Brown (Carnegie Fellow).,author
"W. N. Hartley, F. R. S. E., \amp;c.",author
"F. Medigreceanu, M. D.",author
"Professor H. J. S. Smith, F. R. S.",author
"Hugh L. Callendar, F. R. S.",author
"Professor Alexander Macalister, M. D., F. R. S.",author
"Sir J. Burdon Sanderson, Bart., F. R. S.",author
Mr Ranby,author
Prof. Dr. Edwin Goldmann,author
Henry James Brooke,author
"Charles William Siemens, F. R. S., D. C. L.",author
Arthur Coga,author
"Sydney Rowland, M. A.",author
"Frederick Soddy, F. R. S.",author
"F. E. Smith, A. R. C. S.",author
J. Larmor,author
"T. R. Robinson, D. D., F. R. S., \amp;c.",author
"William Crawford Williamson, LL. D., F. R. S.",author
Stoole,author
"W. N. Shaw, F. R. S.",author
James Logan,author
"Arthur Harden, F. R. S.",author
"Sir George Stokes, Bart., F. R. S.",author
"Dr. Gaskell, F. R. S.",author
Mr. Thorseby,author
R. Shida,author
Perrot Williams,author
James D. Forbes,author
"A. Alcock, M. B., LL. D., F. R. S., Major, I. M. S.",author
Thos. Wilson,author
"Professor Hexley, Sec. R. S.",author
C. Warwick,author
Sir Wm. Thomson,author
Thomas Dereham,author
"Professor Sollas, F. R. S.",author
Joseph Hobson,author
St. Leonard de Lille,author
"Captain Sir Frederick J. O. Evans, R. N., K. C. B., F. R. S.",author
"Professor H. H. Turner, M. A., F. R. S.",author
"J. E. Petavel, M. Sc.",author
"H. Charlton Bastian, M. A., M. D., F. R. S.",author
"A. Cayley, LL. D., F. R. S.",author
Dr. Wolfe,author
"Hon. Ralph Abercromby, F. R. Met. Soc.",author
"D. H. Scott, M. A., Ph. D., F. R. S.",author
Captain Clarke,author
William Magee,author
"Sir William H. White, K. C. B., F. R. S.",author
"Professor Thomas Turner, M. Sc.",author
William Gordon,author
"Alex Hill, M. D.",author
"John S. Flett, M. A., D. Sc., F. R. S. E.",author
"Dr. W. N. Shaw, F. R. S.",author
Lieut. Gillies,author
"Professor G. Johnson, F. R. S.",author
A. H. Garrod,author
Benj. Cook,author
"John Eustice, B. Sc.",author
Ty. Lane,author
"H. Helmholtz, For. Mem. R. S.",author
Ezer Griffiths,author
Senhor Capello,author
A. T. Doodson,author
Dr. Nooth,author
Daniel Peter Layard,author
B. Stewart,author
Abbot Charmoy,author
"Professor Schuster, F. R. S.",author
"A. B. Macallum, M. A., M. B., Ph. D.",author
"A. E. Tutton. B. Sc., F. R. S.",author
"Dr. F. A. Bather, F. R. S.",author
Bernard Connor,author
Dr. W. T. Blanford,author
"H. M. Macdonald, F. R. S.",author
"Sir Oliver J. Lodge, F. R. S.",author
"Veterinary-Captain F. Smith, F. R. C. V. S., F. I. C.",author
John Lining,author
"Sir Charles Parsons, K. C. B., F. R. S.",author
M. Camis,author
Lemuel Wellman Wright,author
Douglas Herman,author
"A. Harden, D. Sc., Ph. D.",author
"T. Lister Llewellyn, M. D., B. S. (Lond.)",author
J. L.,author
Samuel Colepresse,author
Stewart,author
"L. C. Martin, A. R. C. Sc., B. Sc.",author
Mr. Miller,author
Emil Becher,author
"W. C. D. Whetham, F. R. S.",author
Gideon Algernon Mantell,author
William Aiton,author
Charles Douglas,author
Peter Silvestre,author
Mr.Wiliugby,author
Robert Campbell,author
"Allan C. Rankin, M. D.",author
"Prof. Cayley, F. R. S.",author
"E. Frankland, F. R. S.",author
"Francis Gotch, Hon. M. A. Oxon., B. A., B. Sc. London.",author
"G. Busk, F. R. S., V. P. L. S. and Z. S.",author
Dr. H. W. D. Acland,author
H. C. Ross,author
"Arthur Dendy, D. Sc., F. R. S., Sec. L. S.",author
P. Martin Duncan,author
"Bernard Dyer, D. Sc., F. I. C.",author
Roy. Soc. Food (War) Committee,author
"Henry H. Slater, B. A.,",author
Anth. Van. Leeuwenhoeek,author
Warrington Yorke,author
"Prof. Huxley, Sec. R. S.",author
"Prof. Henry J. S. Smith, F. R. S.",author
"C. E. Kenneth Mees, D. Sc.",author
"Professor Cayley, LL. D., F. R. S.",author
Captain Holland,author
"Harold A. Wilson, B. Sc. (Lond. and Vic.) ",author
T. R. Robinson,author
Joseph Sparshal,author
B. Hutchinson,author
"Edward Frankland Armstrong, Ph. D., D. Sc. ",author
"Walter Flight, D. Sc., F. G. S.",author
"Professor G. F. Fitzgerald, F. R. S.",author
Francis Hume,author
George Lloyd,author
Mr..... Cox,author
"R. Donald B. Sc. (N. Z.), D. P. H. (Oxf.).",author
Rev. Stephen J. Perry.,author
"Sir Archibald Geikie, K. C. B.",author
"Geo. Fras. Fitzgerald, M. A.",author
"Frank Clowes, D. Sc. Lond.",author
"Sir Norman Lockyer, K. C. B., Hon. D. Sc., LL. D., F. R. S.",author
Monsieur Bon,author
George Gilpin,author
Rich. Brooke,author
"Gr. D. Liveing, M. A., F. R. S.",author
Dr. A. D. Waller. F. R. S.,author
"H. B. Keene, B. Sc.",author
"W. Sharpey, M.D., LL.D., F. R. S.",author
"A. M. Smith, M. A.",author
"Prof J. Rose Bradford, Sec. R. S.",author
"Dr. Debus, F. R. S.",author
M. Collier,author
Edward Johnson,author
R. Whymper,author
"John Stenhouse, LL. D., F. R. S. \amp;c.",author
"Percy F. Frankland, Ph. D., B. Sc. (Lond.)",author
Edward Gregory,author
H. H. T. ,author
De Vallemont,author
Henry Cane,author
J. B. Lawes,author
Robert Boyl,author
L. F. Nilson,author
Walter Graham,author
Leonard Euler,author
G. T. B. ,author
"R. von Willem\#xF6;es-Suhm, Ph. D.",author
Fielding Best Fynney,author
Arthur Pond,author
Samuel Brady,author
"Sir Herbert Jackson, F. R. S.",author
"Leonard Rogers, M. D., B. S., etc.",author
"Francis Gotch, M. A., D. Sc., F. R. S.",author
"Warren De La Rue, M. A., D. C. L., F. R. S.",author
"Thomas Watts Eden, M. D., M. R. C. P.",author
Mr. Rand,author
Lord Walpole,author
Daniel Orred,author
George Fisher,author
John Hartnup,author
"R. Wallace Stewart, B. Sc. (Lond)",author
Edward Albert Sch\#xE4;fer.,author
"Prof. Howard T. Barnes, F. R. S.",author
Dr. Madden,author
"Dr. Horace T. Brown, F. R. S.",author
"Alfred J. Ewart, D. Sc., Ph. D., F. L. S.",author
"George Stillingfleet Johnson, M. R. C. S., F. C. S., F. I. C.",author
Professor Bunsen,author
"G. Quincke, For. Mem. R. S.",author
"Warre De La Rue, D. C. L., F. R. S.",author
Joseph Benevuti,author
"C. Barrington Brown, Esq., Assoc. R. S. M., F. G. S.",author
"Dr. Rose Bradford, F. R. S.",author
A. R. McLeod,author
Charles Messier,author
"Dr. D. H. Scott, F. R. S.",author
Philip Carteret,author
Andrew Cantwell,author
P. Valentin Estancel,author
John Andrew de Luc,author
Vis-Count Brouncker,author
"John Simon, F. R. S., D. C. L.",author
"F. Norman White, M. D. (Lond.), Capt. I. M. S.",author
"Professor Thomas Carnelley, D. Sc.",author
Thomas H. Huxley,author
"A. B. Kempe, B. A.",author
Arthur Hill Hassall,author
"Prof. F. G. Hopkins, F. R. S.",author
Dawbeney Turbervile,author
P. L. S. ,author
"Louis Vessot King, B. A. (Cantab.)",author
Mr. Leewenhoek,author
T. Frewen,author
Mr. Colepresse,author
"Sir Almroth Wright, F. R. S.",author
William J. Wonfor,author
"Sidney Martin, M. D. Lond.",author
Nevil Maskeline,author
S. W. Hittorf,author
"Harold Jeffreys, M. A., D. Sc.",author
"Lieutenant-Colonel A. R. Clarke, C.B., R.E., F. R. S. \amp;c.",author
"Prof. Owen, F. R. S. \amp;c.",author
E. Margaret Hume,author
"A. S. F. Gr\#xFC;nbaum, M. D., F. R. C. P.",author
George Bidder,author
"Professor Vines, F. R. S.",author
P. Garden,author
F. Elefanti,author
Dr. Jurin,author
"W. G. Wilson, B. A.",author
Mr. Aubry,author
"Sir Charles Parsons, F. R. S.",author
"Major J. Herschel, R. E., F. R. S.",author
C. White,author
Anthony Carlisle,author
A. Geuther,author
The Rev. Stephen J. Perry.,author
"Dr. J. H. Gilbert, F. R. S.",author
" Sir J. Dewar, F. R. S.",author
Petrus Natus,author
"Lord Rayleigh, D. C. L., Sec. R. S.",author
John Hull,author
Thomas And. Knight,author
"Professor A. Pedler, F. R. S.",author
Mrs. Hertha Ayrton,author
"H. H. W. Pearson, M. A., F. L. S.",author
"Professor R\#xFC;cker, Sec. R. S.",author
"Horace T. Brown, LL. D., F. R. S.",author
"Professor Ray Lankester, M. A., F. R. S.",author
Henry M. Noad,author
"F. A. Abel, F. R. S., Treas. C. S.",author
G. M. Whipple,author
Henry J. Watt,author
Thomas Wedgwood,author
Thomas Woodward,author
"J. A. Crowther, B.A.,",author
Dr. L. Rogers,author
John Gray,author
Earl Marshal,author
"Joseph Prestwich, D. C. L., F. R. S., F. G. S.",author
"Professor Victor Horsley, B. S., F. R. C. S.",author
Sheridan Del\#xE9;pine,author
Percival N. Johnson,author
"Dr. A. Harden, F. R. S.",author
Henry Clerk,author
"James A. Gunn, M. A., M. D., D. Sc.",author
"Dr. Hirst, F. R. S.",author
"Sir G. B. Airy, K. C. B., F. R. S.",author
Fleming Martin,author
W. H. Ransom,author
"T. Goodey, M. Sc.",author
Burgermaster Witsen,author
"R. E. Slade, M. Sc. (Vict.).",author
William Mountaine,author
"Charles S. Tomes, M. A. ",author
"Edward John Routh, M. A., F. R. S.",author
"J. H. Jeans, M. A.",author
"William W. Ingram, M. B., Ch. B.",author
A. de Moivre,author
"Sir W. D. Niven, K. C. B., V.-P. R. S.",author
P. Norman Evans,author
"Captain Sir A. Noble, K. C. B., F. R. S., M. I. C. E., \amp;c.",author
"Robert Kennedy, M. A., B. Sc., M. D.",author
E. F. Armstrong,author
Anthony van Leeuwenhoeck,author
"J. Burdon-Sanderson, M. D., LL. D., F. R. S.",author
John Lindley,author
"A. H. Davis, B. Sc. ",author
"Richard C. Maclaurin, M. A., LL. D.",author
J. Perkins,author
"Sir William Preece, F. R. S.",author
William Hirst,author
George Campbell,author
"Prof. E. A. Sch\#xE4;fer, F. R. S.",author
"Captain F. P. Mackie, I. M. S.",author
"E. W. Barnes, M.A.",author
"W. M. Hicks, M. A.,",author
"R. E. Barnett, B. Sc., Assoc. R. C. S.",author
Nathan Fairfax,author
William A. Miller,author
Charles Holt,author
Thomas Folkes Claxton,author
"Robert Muir, M. D.",author
"R. T. Glazebrook, B.A.",author
"Prof. Sir J. J. Thomson, O. M. F. R. S.",author
"Rubert Royce, M. B.",author
Frederick Smith,author
Dond. Mc Leod,author
"Dr. Glazebrook, F. R. S.",author
J. Machin,author
William Austin,author
"G. A. Schott, B. A., D. Sc.",author
"Sir Joseph Fayrer, Bart., K. C. S. I., F. R. S.",author
"James Muir, B. Sc.",author
Monsieur Bullialdus,author
"G. Johnstone Stoney, M. A., D. Sc., F. R. S.",author
"Wm. Turner, M. B. (Lond.), F. R. SS. L. \amp; E.",author
"W. Sharpey, M. D., LL. D., F. R. S.",author
"William A. Bone, D. Sc., F. R. S.",author
"Alfred Sanders, M. R. C. S., F. L. S.",author
F.A. Abel,author
"Professor Helmholtz, For. Mem. R. S.",author
Professor Gauss,author
"G. H. Darwin, M.A.",author
"J. B. Lawes, LL. D., F. R. S., F. C. S.",author
Horace Walpole,author
"H. J. H. Fenton, M. A., Sc. D., F. R. S.",author
Amherst Webber,author
C. Hodson,author
"Prof. W. A. Herdman, F. R. S.",author
Mons. Geoffroy,author
Secondat De Montesquieu,author
J. Breintal,author
"J. Dewar, M. A., F. R. S.",author
Abbe Pluche,author
Alexander Philip Wilson Philip,author
M. Ner\#xE9;e Boub\#xE9;e,author
"E. T. Whittaker, Sc. D., F. R. S.",author
"Surendra Chandra Das, M. A.",author
"Sir G. B. Airy, K. C. B.",author
David Walker,author
Fort St George,author
"Arthur Schuster, Ph. D., F. R. S.",author
D. D. Cunningham,author
"Professor G. H. F. Ulrich, F. G. S",author
Loewy,author
"S. B. Clement, B. Sc. (McGill)",author
"C. J. Martin, M. B., D. Sc. Lond.",author
James Prescott Joule,author
James Bradley,author
"R. A. Houstoun, M. A., Ph. D., D. Sc.",author
"V. H. Veley, M.A.",author
Monsieur Wargentin,author
"A. du Pr\#xE9; Denning, M. Sc. (Birm.), B. Sc. (Lond.), Ph. D. (Heid.)",author
"Sir William Aitken, F. R. S.",author
James Bones,author
"Professor G. H. Darwin, F. R. S.",author
Turbervill Needham,author
"Frank Horton, D. Sc., M. A.",author
"Walter Rosenhain, B. A., B. C. E.",author
Antony van Leewnenhoek,author
"William Crookes, F. R. S., V. P. C. S., \amp;c.",author
Mr. Leuvenhook,author
Captain Stannyan,author
"Henry Sutton (Ballarat, Victoria).",author
"James Jago, M. D. Oxon., A. B. Cantab., F. R. S.",author
"A. M. Williams, M. A., D. Sc.",author
John V. Thompson,author
Tho. Consett,author
"T. G. Brodie, M. D., F. R. S. ",author
William Pye,author
John Strange,author
John Elliot,author
E. Schunck,author
Hermann,author
Benedict Ferner,author
John Frederick Blumenbach,author
"E. Hamilton Acton, M. A.",author
"F. Rogers, B. A., (Cantab.), M. Sc., M. Eng. ",author
"George E. Hale, For. Mem. R. S.",author
"Prof. W. Mcf. Orr, F. R. S.",author
P. G. Tait,author
"Prof. W. A. Herdmann, F. R. S.",author
William T. Lockett,author
Dr. Scheuchzer,author
Richard Richardson,author
"Professor A. W. R\#xFC;cker, Sec. R. S.",author
James Wardrop,author
"Sir William Fairbairn, Bart., F. R. S.",author
"J. G. Leathem, M. A., D. Sc. ",author
Bayerische Staatsoper,author
"Charles Russ, M. B. Lond.",author
J. Mitchell,author
"W. C. Roberts-Austen, C. B., D. C. L., F. R. S.",author
"W. N. Hartley, F. Inst. Chem., F. R. S. E., F. C. S.",author
W. S. Jacob,author
H. L. Duke.,author
Robert Barker,author
"Professor Stokes, D. C. L., Sec. R. S.",author
Captain Pullen,author
"T. Lauder Brunton, M. D., Sc. D., M. R. C. P.",author
T. Barker,author
A. K\#xF6;lliker,author
R. Kirkpatrick.,author
J. C. Ross,author
M. T,author
"Hon. Sir. Charles Algernon Parsons, K. C. B., F. R. S.",author
"Prof. J. C. Ewart, M. D., F. R. S.",author
F. W. Dyson,author
"W. Watson, B. Sc., F. R. S.",author
W. J. L. W.,author
F. A. King,author
Lawrence de Crell,author
Samuel Dale,author
"Sir A. Noble, F. R. S.",author
"Thomas R. Fraser, M. D., LL. D., Sc. D., F. R. S.",author
"E. W. Barnes, B. A.",author
Capt. Soame,author
Dr. H. G. Chapman.,author
Thomas Jones,author
"Rev. A. E. Eaton, M. A.,",author
M. Paulet,author
"Dr. B. W. Richardson, F. R. S.",author
Thomas Astle,author
T. S. Newbold,author
"Sydney Young, D. Sc., F. R. S.",author
"Sanger Brown, M. D.",author
"J. W. Capstick, M. Sc. (Vict.), B. A. (Camb.)",author
"Henry R. Noble, B.Sc",author
J. Reginald Ashworth,author
Johannes Franciscus Foucquet,author
Julius Jeffreys,author
Mons. Trembley,author
David von der Becke,author
C. A. Schunck,author
W. F. Stevenson,author
"Profesor H. L. Callendar, F. R. S.",author
Joseph K\#xF5;r\#xF6;si,author
William Arrot,author
"The Lord Lister, F. R. C. S., D. C. L.",author
"A. N. Whitehead, D. Sc., F. R. S.",author
"J. Broughton, B. Sc. F. C. S.",author
