target,source,type
105985,Doctor Haygarth,authored
105986,Edward Nairne,authored
105987,J. Priestley,authored
105988,Richard Price,authored
105989,Lieutenant Colonel Ironside,authored
105989,Dr. Heberden,authored
105990,Alexander Wilson,authored
105991,Samuel Foart Simmons,authored
105993,Daines Barrington,authored
105994,Henry Watson,authored
105995,Mathew Dobson,authored
105995,Dr. Fothergill,authored
105996,J. S. Winn,authored
105997,William Henley,authored
105997,Richard Nairne,authored
105998,John Winthrop,authored
105999,Nevil Maskelyne,authored
105999,Astronomer Royal,authored
106000,Samuel Holland,authored
106001,George Sproule,authored
106001,Astronomer Royal,authored
106002,Samuel Holland,authored
106002,Astronomer Royal,authored
106003,Samuel Holland,authored
106003,Astronomer Royal,authored
106004,Thomas Wright,authored
106004,Astronomer Royal,authored
106005,Humphry Marshall,authored
106006,Gilbert White,authored
106007,T. Barker,authored
106007,John Pringle,authored
106008,John Hunter,authored
106009,Samuel Horsley,authored
106011,John Hunter,authored
106012,John Swinton,authored
106013,Francis Wollaston,authored
106014,B. Wilmer,authored
106015,D. Darwin,authored
106015,Dr. Franklin,authored
106016,Mr. Nicholson,authored
106016,Joseph Priestley,authored
106017,James Bent,authored
106017,Dr. Hunter,authored
106018,Wm. Brownrigg,authored
106019,Roger Curtis,authored
106019,Daines Barrington,authored
106020,William Henly,authored
106020,Thomas Ronayne,authored
106021,David Macbride,authored
106021,Stuckey Simon,authored
106022,Dr. Percival,authored
106022,John Aikin,authored
106023,Benjamin Franklin,authored
106023,William Brownrigg,authored
106023,Mr. Farish,authored
106024,M. de Stehlin,authored
106025,John Walsh,authored
106026,John Purcell,authored
106026,Dr. Morton,authored
106027,William Brownrigg,authored
106032,James Badenach,authored
106033,Daines Barrington,authored
106034,Donald Monro,authored
106035,George Witchell,authored
106035,Captain Wallis,authored
106036,T. Barker,authored
106037,Dr. Bradley,authored
106037,Nevil Maskelyne,authored
106038,John Reinhold Forster,authored
106039,John Swinton,authored
106041,Charles Newland,authored
106042,Charles Newland,authored
106043,Capt. Newland,authored
106044,Capt. Newland,authored
106045,Peter Dollond,authored
106046,Nevil Maskelyne,authored
106047,John Walker,authored
106048,John Zephaniah Holwel,authored
106049,William Henly,authored
106050,Thomas Ronayne,authored
106050,William Henley,authored
106051,Joseph Priestley,authored
106051,Wm Hey,authored
106052,Daines Barrington,authored
106053,Samuel Horsley,authored
106054,Christopher Gullet,authored
106055,John Call,authored
106056,J. Cook,authored
106057,William Henly,authored
106057,J. Priestley,authored
106058,William Borlase,authored
106058,Jeremiah Milles,authored
106059,John Reinhold Forster,authored
106060,J. R. Forster,authored
106061,Henry Pemberton,authored
106061,Matthew Raper,authored
106062,John Hunter,authored
106063,Thomas Percival,authored
106064,Charles Collignon,authored
106065,Richard Pulteney,authored
106066,Mr. Mitchell,authored
106066,Edward Nairne,authored
106070,William Hamilton,authored
106071,Mr. Hamilton,authored
106072,B. Franklyn,authored
106072,John Winthrop,authored
106073,John Howard,authored
106074,George Edwards,authored
106075,William Gorsuch,authored
106076,Stephen De Visme,authored
106077,Father Gramont,authored
106078,Anthony Williams,authored
106079,John Swinton,authored
106080,John Swinton,authored
106081,John Swinton,authored
106082,M. Messier,authored
106082,Dr. Bevis,authored
106083,Edward Nairne,authored
106084,Peter Woulfe,authored
106085,P. Hanly,authored
106085,Charles Morton,authored
106086,And. Coltee Ducarel,authored
106087,J. Thorpe,authored
106088,Edward Hasted,authored
106089,Daines Barrington,authored
106090,William Hunter,authored
106091,William Richardson,authored
106091,William Heberden,authored
106092,William Borlase,authored
106092,Jeremiah Milles,authored
106093,John Smeaton,authored
106095,R. Watson,authored
106097,Tho. Barker,authored
106098,Mr. Muller,authored
106098,R. H. A. Bennet,authored
106099,Michael Tyson,authored
106100,J. Lloyd,authored
106100,Edward King,authored
106101,Thomas Pennant,authored
106102,Nathanael Pigott,authored
106102,Dr. Bevis,authored
106104,Daines Barrington,authored
106105,Daines Barrington,authored
106106,John Landen,authored
106107,John Reinhold Forster,authored
106108,Alexander Wilson,authored
106109,F. L. F. Crell,authored
106110,John Swinton,authored
106111,Richard Waring,authored
106113,James Cook,authored
106113,Charles Green,authored
106114,James Cook,authored
106116,H. Pemberton,authored
106116,Matthew Raper,authored
106117,William Jones,authored
106117,John Robertson,authored
106118,Matthew Raper,authored
106119,Nevil Maskelyne,authored
106120,S. Horsley,authored
106121,Francis Wollaston,authored
106122,Donald Monro,authored
106123,Thomas Hornsby,authored
106124,R. E. Raspe,authored
106125,Henry Cavendish,authored
106129,Humphrey Jackson,authored
106130,Adam Walker,authored
106131,Michael Morris,authored
106132,John Swinton,authored
106134,Ebenezer Kinnersley,authored
106135,Richard Watson,authored
106136,H. Cavendish,authored
106136,William Watson,authored
106136,B. Franklin,authored
106136,J. Robertson,authored
106136,Benj. Wilson,authored
106137,Benjamin Wilson,authored
106138,H. Cavendish,authored
106138,W. Watson,authored
106138,B. Franklin,authored
106138,J. Robertson,authored
106139,Francis Wollaston,authored
106140,And. Coltee Ducarel,authored
106142,Thomas Hornsby,authored
106143,Mr. Mustel,authored
106144,B. Higgins,authored
106144,R. Brocklesby,authored
106145,William Johnson,authored
106146,John Reinhold Forster,authored
106147,Charles Morton,authored
106147,William Withering,authored
106148,Patrick Brydone,authored
106149,Daines Barrington,authored
106150,Peter Jonas Bergius,authored
106151,Samuel Kirkshaw,authored
106151,William Watson,authored
106152,Paul Panton,authored
106154,W. Barnard,authored
106155,T. Barker,authored
106155,John Pringle,authored
106156,Daines Barrington,authored
106157,Edward King,authored
106157,L. Eliot,authored
106157,William Wainhouse,authored
106157,Robert Pitcairn,authored
106157,William Paradise,authored
106158,Edward King,authored
106159,Daines Barrington,authored
106160,Sylvester Douglass,authored
106160,Edward Poore,authored
106161,William Hewson,authored
106162,William Hamilton,authored
106163,Dr. Nooth,authored
106164,William Jones,authored
106164,John Robertson,authored
106166,M. J. A. de Luc,authored
106167,John Walsh,authored
106167,Sieu Seignette,authored
106168,John Hunter,authored
106172,John Ingenhousz,authored
106172,Mr. Walsh,authored
106173,John Strange,authored
106175,John Mervin Nooth,authored
106176,Captain Fourneaux,authored
106176,Joshua Steele,authored
106177,Joshua Steele,authored
106178,J. Lorimer,authored
106179,J. Haygarth,authored
106180,Peter Woulfe,authored
106181,Hugh Williamson,authored
106181,John Walsh,authored
106182,Alexander Garden,authored
106183,Charles Blagden,authored
106184,Joseph Black,authored
106185,Thomas Hutchins,authored
106187,S. Horsley,authored
106188,Samuel Farr,authored
106189,Thomas Barker,authored
106189,John Pringle,authored
106190,Robert Barker,authored
106190,Henry Cavendish,authored
106192,Molineux Shuldham,authored
106193,Robert Barker,authored
106194,Gilbert White,authored
106195,John Whitehurst,authored
106196,Mr. Lexel,authored
106197,John Landen,authored
106198,Francis Wollaston,authored
106199,John Stedman,authored
106201,W. Cooper,authored
106202,Thomas Percival,authored
106202,Dr. Price,authored
106203,Richard Haffenden,authored
106203,Mr. Henley,authored
106204,James Cornish,authored
106205,James Lind,authored
106206,Mr. Ludlam,authored
106206,Astronomer Royal,authored
106207,Benjamin Gooch,authored
106208,Benjamin Gooch,authored
106209,Joseph Priestley,authored
106210,John Hunter,authored
106211,James Bruce,authored
106212,John Strange,authored
106213,Richard Price,authored
106213,Dr. Horsley,authored
106214,John Hunter,authored
106215,John Roebuck,authored
106216,Matthew Dobson,authored
106217,Israel Lyons,authored
106218,Charles Blagden,authored
106219,Nevil Maskelyne,authored
106220,Nevil Maskelyne,authored
106224,James Stewart Mackenzie,authored
106224,Alex Mackenzie,authored
106224,William Smith,authored
106224,John Barclay,authored
106224,Hugh Ross,authored
106224,Alexr. Mc Leod,authored
106224,Dond. Mc Leod,authored
106224,Geo. Munro,authored
106224,Simon Ross,authored
106224,Geo. Sutherland,authored
106225,Mr. Marsham,authored
106226,John Debraw,authored
106226,Nevil Maskelyne,authored
106228,Andreas Sparrman,authored
106229,Tiberius Cavallo,authored
106229,Mr. Henley,authored
106231,William Henly,authored
106231,Tiberius Cavallo,authored
106234,Francis Maseres,authored
106236,Dr. Dobson,authored
106236,John Fothergill,authored
106237,Joseph Huddart,authored
106238,John Landen,authored
106239,Alexander Aubert,authored
106239,John Mudge,authored
106240,Thomas Barker,authored
106240,John Pringle,authored
106241,Samuel Farr,authored
106244,Thomas West,authored
106245,Tiberius Cavallo,authored
106247,James Glenie,authored
106248,Fielding Best Fynney,authored
106248,Thomas Percival,authored
106248,J. Rogers,authored
106249,John Stewart,authored
106249,Tayshoo Lama,authored
106250,John Stedman,authored
106251,Joseph Banks,authored
106251,William Wright,authored
106252,William Wright,authored
106252,Richard Brocklesby,authored
106253,George Shuckburgh,authored
106254,Robert Barker,authored
106255,Dr. Hunter,authored
106255,Henry Watson,authored
106256,Edward Nairne,authored
106257,William Bastard,authored
106257,Samuel Musgrave,authored
106258,William Roy,authored
106260,Nevil Maskelyne,authored
106260,Peter Dollond,authored
106260,Alexr Aubert,authored
106261,H. Cavendish,authored
106261,W. Heberden,authored
106261,Alexr. Aubert,authored
106261,J. A. De Luc,authored
106261,N. Maskelyne,authored
106261,S. Horsley,authored
106261,J. Planta,authored
106265,John Ellis,authored
106266,Robert Douglass,authored
106266,William Mountaine,authored
106266,Nevil Maskelyne,authored
106266,Edm. Halley,authored
106267,James Glenie,authored
106268,Alexander Aubert,authored
106269,William Clayton,authored
106270,Richard Price,authored
106271,Joseph Planta,authored
106272,Thomas Percival,authored
106273,William Scott,authored
106274,Thomas Hutchins,authored
106275,Nathanael Pigott,authored
106276,Henry Cavendish,authored
106277,Joseph Priestley,authored
106278,Edward Nairne,authored
106279,John Ingenhousz,authored
106280,Francis Masson,authored
106282,S. Horsley,authored
106283,Samuel Farr,authored
106284,John Pringle,authored
106284,Thomas Barker,authored
106285,Henry Cavendish,authored
106286,James Cook,authored
106287,Tiberius Cavallo,authored
106287,William Watson,authored
106288,John Hunter,authored
106289,Charles Nourse,authored
106290,Alexander Small,authored
106291,James Cook,authored
106292,John Smeaton,authored
106293,Charles Hutton,authored
106294,James Lambert,authored
106294,William Green,authored
106295,George Fordyce,authored
106296,John Roebuck,authored
106297,William Henly,authored
106298,Petr. Simon Pallas,authored
106299,James Keir,authored
106299,G. Fordyce,authored
106300,Mr. Messier,authored
106301,William Anderson,authored
106302,John Whitehurst,authored
106303,Robert Hamilton,authored
106304,A. Fothergill,authored
106304,William Henley,authored
106305,Gowin Knight,authored
106305,John Fothergill,authored
106306,Charles Hutton,authored
106307,Peter Woulfe,authored
106311,William Hamilton,authored
106312,John Hunter,authored
106313,Charles Hutton,authored
106313,Samuel Horsley,authored
106314,Erasmus Darwin,authored
106314,Thomas Astle,authored
106315,Miles Partington,authored
106316,Mr. Anderson,authored
106316,William Hamilton,authored
106317,Nathaniel Polhill,authored
106318,David Macbride,authored
106318,John Pringle,authored
106319,J. Haygarth,authored
106320,William Swift,authored
106321,Charles Miller,authored
106321,Edward King,authored
106321,John Frere,authored
106322,William Roxburgh,authored
106322,John Pringle,authored
106323,W. White,authored
106323,John Fothergill,authored
106324,Thomas Henry,authored
106325,John Boddington,authored
106325,Edward Nickson,authored
106325,Benjamin Wilson,authored
106325,John Pringle,authored
106325,Amherst,authored
106325,Charles Frederick,authored
106325,Chas. Cocks,authored
106325,W. Watson,authored
106325,H. Cavendish,authored
106325,W. Henly,authored
106325,S. Horsley,authored
106325,Ty. Lane,authored
106325,Mahon,authored
106325,Edwd. Nairne,authored
106325,J. Planta,authored
106325,Joseph Priestley,authored
106326,John Playfair,authored
106326,Nevil Maskelyne,authored
106327,Isaac Milner,authored
106327,Anthony Shepherd,authored
106328,Isaac Milner,authored
106328,Anthony Shepherd,authored
106329,Burnet Abercrombie,authored
106329,Alexander Dalrymple,authored
106329,Henry Cavendish,authored
106329,John Alexander Panton,authored
106331,Thomas Barker,authored
106331,John Pringle,authored
106332,Mr. Barr,authored
106332,Richard Saunders,authored
106334,Samuel Farr,authored
106337,Francis Masson,authored
106337,Joseph Banks,authored
106338,J. Scott,authored
106338,Michael Lort,authored
106339,Richard Pulteney,authored
106340,Matthew Guthrie,authored
106341,Nathaniel Pigott,authored
106343,George Shuckburgh,authored
106344,Charles Hutton,authored
106345,W. Watson,authored
106346,Thomas Brown,authored
106346,Dr. Fothergill,authored
106347,Mr. Wilson,authored
106347,Mr. Nairne,authored
106347,Dr. Musgrave,authored
106348,Edward Nairne,authored
106349,Bryant Higgins,authored
106350,Richard Watson,authored
106351,Charles Lord Viscount Mahon,authored
106352,Francis Maseres,authored
106353,Francis Maseres,authored
106355,Benjamin Wilson,authored
106355,James Lind.,authored
106355,Tiberius Cavallo,authored
106356,William Wales,authored
106357,Mr. Ludlam,authored
106357,Astronomer Royal,authored
106358,John Ingenhousz,authored
106359,Dr. Franklin,authored
106359,Henry Baker,authored
106359,John Ingenhousz,authored
106360,William Henly,authored
106361,Richard Pickersgill,authored
106361,Nevil Maskelyne,authored
106365,Charles Hutton,authored
106366,Tiberius Cavallo,authored
