target,source,type
rspa_1908_0016,"J. A. Crowther, B. A.",authored
rspa_1908_0016,"Professor J. J. Thomson, F. R. S.",authored
rspa_1908_0017,"John S. Townsend, F. R. S.",authored
rspa_1908_0018,"Frederick John Jervis-Smith, M. A. Oxon, F. R. S.",authored
rspa_1908_0019,"E. E. Brooks, B. Sc., A. M. I. E. E.",authored
rspa_1908_0019,"Sir William Crookes, F. R. S.",authored
rspa_1908_0020,"Sir James Dewar, M. A., Sc. D., LL. D., F. R. S.",authored
rspa_1908_0020,"Humphrey Owen Jones, M. A., D. Sc.",authored
rspa_1908_0021,"Lord Rayleigh, O. M., D. C. L.",authored
rspa_1908_0022,Mrs. Hertha Ayrton.,authored
rspa_1908_0022,"Professor J. H. Poynting, F. R. S.",authored
rspa_1908_0023,"Professor C. S. Myers, M. A., M. D.",authored
rspa_1908_0023,"Professor H. A. Wilson, D. Sc., F. R. S.",authored
rspa_1908_0024,"W. J. Sollas, Sc. D., F. R. S.",authored
rspa_1908_0025,Dr. Tempest Anderson.,authored
rspa_1908_0025,"Professor T. G. Bonney, F. R. S.",authored
rspa_1908_0026,"Sir Norman Lockyer, K. C. B., F. R. S., Hon. LL. D., Hon. Sc. D.",authored
rspa_1908_0027,"Charles E. Fawsitt, D. Sc., Ph. D.",authored
rspa_1908_0027,"Professor Andrew Gray, F. R. S.",authored
rspa_1908_0028,"T. E. Thorpe, C. B., LL. D., F. R. S.",authored
rspa_1908_0029,"W. E. Sumpner, D. Sc., M. I. E. E.",authored
rspa_1908_0029,"Professor J. Perry, F. R. S.",authored
rspa_1908_0030,Edgar Philip Perman,authored
rspa_1908_0030,Richard Henry Greaves.,authored
rspa_1908_0030,"E. H. Griffiths, F. R. S.",authored
rspa_1908_0031,Ernest Wilson,authored
rspa_1908_0031,"Sir William Preece, F. R. S.",authored
rspa_1908_0032,"Professor H. A. Wilson, F. R. S.",authored
rspa_1908_0033,"T. Mather, F. R. S.",authored
rspa_1908_0033,"F. E. Smith, A. R. C. S.",authored
rspa_1908_0034,"W. Burton, B. A., B. Sc.",authored
rspa_1908_0034,"Professor J. J. Thomson, F. R. S.",authored
rspa_1908_0035,C. Cuthbertson,authored
rspa_1908_0035,"E. Parr Metcalfe, B.Sc.",authored
rspa_1908_0035,"Professor F. T. Trouton, F. R. S.",authored
rspa_1908_0036,C. Cuthbertson,authored
rspa_1908_0036,"E. Parr Metcalfe, B.Sc.",authored
rspa_1908_0036,"Professor F. T. Trouton, F. R. S.",authored
rspa_1908_0037,"Professor F. T. Trouton, F. R. S.",authored
rspa_1908_0037,"A. O. Rankine, B. Sc.",authored
rspa_1908_0038,"E. Gold, M. A.",authored
rspa_1908_0038,"Dr. W. N. Shaw, F. R. S.",authored
rspa_1908_0039,U. Behn,authored
rspa_1908_0039,"Arthur Schuster, F. R. S.",authored
rspa_1908_0040,"Alfred W. Porter, B. Sc.,",authored
rspa_1908_0040,"Professor F. T. Trouton, F. R. S.",authored
rspa_1908_0041,"H. L. Callendar, F. R. S.",authored
rspa_1908_0042,"J. A. McClelland, M. A., D. Sc.",authored
rspa_1908_0042,"Professor J. Joly, F. R. S.",authored
rspa_1908_0043,"Sir William Crookes, D. Sc., F. R. S.",authored
rspa_1908_0044,"A. Mallock, F. R. S.",authored
rspa_1908_0045,"A. Mallock, F. R. S.",authored
rspa_1908_0046,"Sir William Crookes, D. Sc., F. R. S.",authored
rspa_1908_0047,W. R.,authored
rspa_1908_0047,G. H. B.,authored
rspa_1908_0047,H. H. T.,authored
rspa_1908_0047,C. R. M.,authored
rspa_1908_0047,R. M.,authored
rspa_1908_0047,F. W. D.,authored
rspa_1908_0048,"C. T. R. Wilson, F. R. S.",authored
rspa_1908_0049,Professor Ernest Wilson,authored
rspa_1908_0049,V. H. Winson,authored
rspa_1908_0049,G. F. O\#x2019;Dell,authored
rspa_1908_0049,"Sir William H. Preece, K. C. B., F. R. S.",authored
rspa_1908_0050,"A. E. H. Love, F. R. S.",authored
rspa_1908_0051,George Jerusalem,authored
rspa_1908_0051,"William Jackson Pope, F. R. S.",authored
rspa_1908_0052,"Bryan Cookson, M. A.",authored
rspa_1908_0052,"H. F. Newall, F. R. S.",authored
rspa_1908_0053,"The Hon. R. J. Strutt, F. R. S.",authored
rspa_1908_0054,"A. Mallock, F. R. S.",authored
rspa_1908_0055,"Richard B. Moore, B. Sc.",authored
rspa_1908_0055,"Sir William Ramsay, F. R. S.",authored
rspa_1908_0056,"Sir William Ramsay, F. R. S.",authored
rspa_1908_0057,J. E. S.,authored
rspa_1908_0057,J. L.,authored
rspa_1908_0057,N. L.,authored
rspa_1908_0057,G. H. D.,authored
rspa_1908_0058,"L. H. Walter, M. A.",authored
rspa_1908_0058,"Dr. J. A. Ewing, C. B., F. R. S.",authored
rspa_1908_0059,"Professor George M. Minchin, M. A., F. R. S.",authored
rspa_1908_0060,"E. T. Whittaker, Sc. D., F. R. S.",authored
rspa_1908_0061,"Lord Rayleigh, O. M. Pres. R. S.",authored
rspa_1908_0062,"A. E. H. Tutton, M. A., D. Sc., F. R. S.",authored
rspa_1908_0063,"W. C. D. Whetham M. A., F. R. S.",authored
rspa_1908_0063,"H. H. Paine, B. A.,",authored
rspa_1908_0064,"Professor H. E. Armstrong, F. R. S.",authored
rspa_1908_0064,E. Wheeler,authored
rspa_1908_0064,D. Crothers,authored
rspa_1908_0064,"R. J. Caldwell, D.Sc.",authored
rspa_1908_0064,R. Whymper,authored
rspa_1908_0065,E. Rutherford F. R. S.,authored
rspa_1908_0065,"H. Geiger Ph. D.,",authored
rspa_1908_0066,Professor E. Rutherford F. R. S.,authored
rspa_1908_0066,"Hans Geiger, Ph. D.",authored
rspa_1908_0067,"H. Geiger Ph. D.,",authored
rspa_1908_0067,Professor E. Rutherford F. R. S.,authored
rspa_1908_0068,"Sir William Ramsay, K. C. B. F. R. S",authored
rspa_1908_0069,"Herbert Edmeston Watson B. Sc., (Lond. )",authored
rspa_1908_0069,Sir William Ramsay F. R. S.,authored
rspa_1908_0070,"Richard B. Moore, B. Sc.",authored
rspa_1908_0070,"Sir William Ramsay, K. C. B. F. R. S",authored
rspa_1908_0071,"Alexander Thomas Cameron, M. A., B. Sc.,",authored
rspa_1908_0071,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1908_0072,"Frederick John Jervis-Smith, M. A. (Oxon), F. R. S.",authored
rspa_1908_0073,"Edward C. Edgar, D. Sc.",authored
rspa_1908_0073,"Professor H. B. Dixon, F. R. S.",authored
rspa_1908_0074,"T. H. Laby, B. A.",authored
rspa_1908_0074,"Prof. J. J. Thomson, F. R. S.",authored
rspa_1908_0075,"H. F. Haworth, Ph. D., M. Sc., B. Eng., Assoc. M. I. E. E.",authored
rspa_1908_0075,"Professor W. E. Aryton, F. R. S.",authored
rspa_1908_0076,"E. J. Garwood, M. A., Sec. Goel. Soc.",authored
rspa_1908_0076,"Professor T. G. Bonney, F. R. S.",authored
rspa_1908_0077,"R. M. Deeley, F. G. S.",authored
rspa_1908_0077,"Henry Woodward, LL. D., F. R. S., F. G. S.",authored
rspa_1908_0078,"Lord Rayleigh, O. M., Pres. R. S.",authored
rspa_1908_0079,"The Hon. R. J. Strutt, F. R. S.",authored
rspa_1908_0080,"the Hon. R. J. Strutt, F. R. S.",authored
rspa_1908_0081,"Sir James Dewar, M. A., Sc. D., LL. D., F. R. S.",authored
rspa_1908_0082,"J. W. Nicholson, D. Sc., B. A.,",authored
rspa_1908_0082,"Professor J. Larmor, Sec. R. S.",authored
rspa_1908_0083,"S. R. Milner, D. Sc. (Lond.)",authored
rspa_1908_0083,"W. M. Hicks, F. R. S.",authored
rspa_1908_0084,"Professor Thomas Turner, M. Sc.",authored
rspa_1908_0084,"Professor J. H. Poynting, F. R. S.",authored
rspa_1908_0085,"E. Cunningham, M. A.",authored
rspa_1908_0085,"Professor Karl Pearson, F. R. S.",authored
rspa_1908_0086,"Walter Rosenhain, B. A., B. C. E.",authored
rspa_1908_0086,P. A. Tucker,authored
rspa_1908_0086,"Dr. R. T. Glazebrook, F. R. S.",authored
rspa_1908_0087,"A. Fowler, A. R. C. S., F. R. A. S.",authored
rspa_1908_0087,"Sir William Crookes, D. Sc., F. R. S.",authored
rspa_1908_0088,"H. L. Callendar, M. A., F. R. S.",authored
rspa_1908_0089,"G. W. C. Kaye, B. A. (Cantab.), B. Sc. (Lond.), A. R. C. Sc.,",authored
rspa_1908_0089,"Professor J. J. Thomson, F. R. S.",authored
rspa_1908_0090,"N. Eumorfopoulos, B.Sc.,",authored
rspa_1908_0090,"Professor H. L. Callendar, F. R. S.",authored
rspa_1908_0091,"H. L. Callendar, M. A., F. R. S.",authored
rspa_1908_0092,"Richard C. Maclaurin, M. A., Sc. D., LL. D.,",authored
rspa_1908_0092,"Professor J. Larmor, Sec. R. S.",authored
rspa_1908_0093,"W. Geoffrey Duffield, D. Sc.",authored
rspa_1908_0093,"Professor E. Rutherford, F. R. S.",authored
rspa_1908_0094,"Frederick Daniel Chattaway, F. R. S.",authored
rspa_1908_0095,"A. Mallock, F. R. S.",authored
rspa_1908_0096,"Prof. H. M. Macdonald, F. R. S.",authored
rspa_1908_0097,"T. H. Havelock, M. A., D. Sc.",authored
rspa_1908_0097,"Prof. J. Larmor, Sec. R. S.",authored
rspa_1908_0098,"Frederick John Jervis-Smith, M. A. (Oxon), F. R. S.",authored
rspa_1908_0099,"The Earl of Berkeley, F. R. S.",authored
rspa_1908_0099,"E. G. J. Hartley, B. A. (Oxon)",authored
rspa_1908_0099,"C. V. Burton, D. Sc. (Lond.)",authored
rspa_1908_0100,"H. C. Pocklington, M. A., D. Sc., F. R. S.",authored
rspa_1908_0101,C. Cuthbeetson,authored
rspa_1908_0101,M. Cuthbeetson,authored
rspa_1908_0101,"Prof. F. T. Trouton, F. R. S.",authored
rspa_1908_0102,"Lord Rayleigh, O. M., Pres. R. S.",authored
rspa_1908_0103,"Albert Campbell, B. A.",authored
rspa_1908_0103,"R. T. Glazebrook, F. R. S.",authored
rspa_1908_0104,Alan A. Campbell Swinton.,authored
rspa_1908_0104,"Sir William Crookes, F. R. S.",authored
rspa_1908_0105,"A. H. Church, D. Sc., F. R. S.",authored
rspa_1908_0106,"Prof. John S. Townsend, F. R. S.",authored
rspa_1908_0107,"T. Martin Lowry, D. Sc.",authored
rspa_1908_0107,"Prof. Armstrong, F. R. S.",authored
rspa_1908_0108,"Commander L. Chetwynd, R. N.",authored
rspa_1908_0108,"Rear-Admiral A. M. Field, R. N., F. R. S.",authored
rspa_1908_0109,"J. W. Bispham, B. A., B. Sc.",authored
rspa_1908_0109,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0001,"Lord Rayleigh, O.M., D.C.L.",authored
rspa_1909_0002,"C. E. Haselfoot, M. A.",authored
rspa_1909_0002,"Prof. J. S. Townsend, F. R. S.",authored
rspa_1909_0003,"T. Royds, M. Sc.",authored
rspa_1909_0003,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0004,"A. Mallock, F. R. S.",authored
rspa_1909_0005,"J. Nicol, B. A., B. Sc.",authored
rspa_1909_0005,"Prof. H. A. Wilson, F. R. S.",authored
rspa_1909_0006,"E. Gold, M. A.",authored
rspa_1909_0006,"Dr. W. N. Shaw, F. R. S.",authored
rspa_1909_0007,"Professor H. A. Wilson, F. R. S.",authored
rspa_1909_0008,"A. E. H. Love, F. R. S.",authored
rspa_1909_0009,"Prof. J. Larmor, Sec. R. S.",authored
rspa_1909_0010,"Sir Norman Lockyer, Sc. D., K. C. B., F. R. S.",authored
rspa_1909_0011,"J. A. Crowther, B.A.,",authored
rspa_1909_0011,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0012,"R. D. Kleeman, B. A., B. Sc.",authored
rspa_1909_0012,"Prof. Sir J. J. Thomson, F. R .S.",authored
rspa_1909_0013,Prof. T. B. Wood,authored
rspa_1909_0013,"W. B. Hardy, F. R. S.",authored
rspa_1909_0014,Prof. N. Bohr (Copenhagen),authored
rspa_1909_0014,"Sir W. Ramsay, K. C .B., F. R. S.",authored
rspa_1909_0015,"W. F. G. Swann, A. R. C. S., B. Sc.",authored
rspa_1909_0015,"Prof. H. L. Callendar, F. R. S.",authored
rspa_1909_0016,"A. H. Gibson, M. Sc. (Vict.)",authored
rspa_1909_0016,"Prof. J. E. Petavel, F. R. S.",authored
rspa_1909_0017,"H. Stanley Allen, M. A ., B. Sc.",authored
rspa_1909_0017,"Prof. H. A. Wilson, F. R. S.",authored
rspa_1909_0018,"E. M. Wellisch, M. A. (Sydney),",authored
rspa_1909_0018,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0019,"Hon. R. J. Strutt, F. R. S.",authored
rspa_1909_0020,"George C. Simpson, D. Sc.",authored
rspa_1909_0020,"Dr. Gilbert T. Walker, F. R. S.",authored
rspa_1909_0021,G. Gerald Stoney.,authored
rspa_1909_0021,"The Hon. C. A. Parsons, C. B., V. -P. R. S.",authored
rspa_1909_0022,Alan A. Campbell Swinton.,authored
rspa_1909_0022,"The Hon. C. A. Parsons, C. B., V. -P. R. S.",authored
rspa_1909_0023,"Prof. Harold A. Wilson, F. R. S.",authored
rspa_1909_0024,"A. Mallock, F. R. S.",authored
rspa_1909_0025,H. A. Miers . F. R. S.,authored
rspa_1909_0025,Miss F. Isaac,authored
rspa_1909_0026,"Sir G. H. Darwin, K. C. B., F. R. S.",authored
rspa_1909_0027,"Herbert Edmeston Watson , B. Sc. (Lond.)",authored
rspa_1909_0027,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1909_0028,"Sidney Russ, B. Sc.",authored
rspa_1909_0028,"Walter Makower, B. A., B. Sc.",authored
rspa_1909_0028,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0029,"Prof. Harold A. Wilson, F. R. S.",authored
rspa_1909_0030,"Oliver Lodge, F. R. S.",authored
rspa_1909_0030,"Dr. Alex. Muirhead, F. R. S.",authored
rspa_1909_0031,"S. E. Sheppard, D. Sc. (Lond.)",authored
rspa_1909_0031,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1909_0032,"Earl of Berkeley, F. R. S.",authored
rspa_1909_0032,"E. G. J. Hartley, B. A. (Oxon).",authored
rspa_1909_0033,"T. H. Havelock, M. A., D. Sc.",authored
rspa_1909_0033,"Prof. J. Larmor, Sec. R. S.",authored
rspa_1909_0034,"J. A. Gray, B. Sc. (Melbourne).",authored
rspa_1909_0034,"R. J. Strutt, F. R. S.",authored
rspa_1909_0035,"J. de Graaff Hunter, M. A.",authored
rspa_1909_0035,"R. T. Glazebrook, F. R. S.",authored
rspa_1909_0036,"Prof. J. B. Henderson, D. Sc.,",authored
rspa_1909_0036,"W. Burnside, F. R. S.",authored
rspa_1909_0037,"John H. Shaxby, B. Sc. (Lond.)",authored
rspa_1909_0037,"Principal E. H. Griffiths, F. R. S.",authored
rspa_1909_0038,H. T. Barnes,authored
rspa_1909_0038,A. N. Shaw,authored
rspa_1909_0038,John Zeleny,authored
rspa_1909_0038,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0039,"J. A. Crowther, M. A.",authored
rspa_1909_0039,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0040,"R. D. Kleeman, D. Sc. (Adelaide), B. A. (Cantab.)",authored
rspa_1909_0040,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0041,"J. Norman Collie, F. R. S.",authored
rspa_1909_0042,"J. Emerson Reynolds, M. D., Sc.D., F. R. S.",authored
rspa_1909_0043,"A. L. Dixon, M. A.",authored
rspa_1909_0043,"Prof. Love, F. R. S.",authored
rspa_1909_0044,"A. Mallock, F. R. S.",authored
rspa_1909_0045,"Howard T. Barnes, D. Sc.",authored
rspa_1909_0045,"Prof. H. L. Callendar, M. A., LL. D., F. R. S.",authored
rspa_1909_0046,"H. C. Greenwood, M. Sc.",authored
rspa_1909_0046,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0047,"Prof. Harold A. Wilson, F. R. S.",authored
rspa_1909_0048,"W. M. Thornton, D. Sc., D. Eng.",authored
rspa_1909_0048,"Sir Oliver Lodge, F. R. S.",authored
rspa_1909_0049,"Lord Rayleigh, O. M., F. R. S.",authored
rspa_1909_0050,"Rev. H. V. Gill, S. J., B. A.",authored
rspa_1909_0050,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0051,"W. J. Harrison, B. A.",authored
rspa_1909_0051,"Prof. J. Larmor, Sec. R. S.",authored
rspa_1909_0052,"Leonard Bairstow, A. R. C. Sc., Wh. Sch.",authored
rspa_1909_0052,"Dr. Glazebrook, F. R. S.",authored
rspa_1909_0053,"H. Geiger, Ph. D.",authored
rspa_1909_0053,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0054,"H. Geiger, Ph. D.",authored
rspa_1909_0054,E. Marsden,authored
rspa_1909_0054,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0055,"E. M. Wellisch, M. A. (Sydney)",authored
rspa_1909_0055,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1909_0056,"R. Rossi, B. Sc.",authored
rspa_1909_0056,"Prof. Arthur Schuster, F. R. S.",authored
rspa_1909_0057,"Alexander Russell, M. A., D. Sc., M. I. E. E.",authored
rspa_1909_0057,"Dr. C. Chree, F. R. S.",authored
rspa_1909_0058,"Sir Norman Lockyer, K. C. B., F. R. S.",authored
rspa_1909_0058,"F. E. Baxandall, A. R. C. Sc.",authored
rspa_1909_0058,"C. P. Butler, A. R. C. Sc., F. R. A. S., F. R. P. S.",authored
rspa_1909_0059,"J. H. Poynting, Sc. D., F. R. S.",authored
rspa_1909_0060,"J. H. Poynting, Sc. D., F. R. S.",authored
rspa_1909_0061,A. Gr.,authored
rspa_1909_0061,T. E. T.,authored
rspa_1909_0061,H. H. T.,authored
rspa_1909_0061,G. D. L.,authored
rspa_1909_0061,G. H. D.,authored
rspa_1909_0061,W. A. T.,authored
rspa_1909_0062,"J. H. Andrew, M. Sc.",authored
rspa_1909_0062,C. A. Edwards,authored
rspa_1909_0062,"J. E. Stead, F. R. S.",authored
rspa_1909_0063,Bertram D. Steele,authored
rspa_1909_0063,Kerr Grant,authored
rspa_1909_0063,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1909_0064,"Prof. H. A. Wilson, F. R. S.",authored
rspa_1909_0065,"G. T. Beilby, F. R. S.",authored
rspa_1909_0066,"Robert A. Houstoun, M. A., Ph. D., D. Sc.",authored
rspa_1909_0066,"Prof. A. Gray, F. R. S.",authored
rspa_1909_0067,"W. Wilson, M. Sc.",authored
rspa_1909_0067,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0068,Prof. Ernest Wilson,authored
rspa_1909_0068,G. F. O\amp;apos;Dell,authored
rspa_1909_0068,H. W. K. Jennings,authored
rspa_1909_0068,"Sir William H. Preece, K. C. B., F. R. S.",authored
rspa_1909_0069,"C. E. Kenneth Mees, D. Sc.",authored
rspa_1909_0069,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1909_0070,"George W. Todd, M. Sc.",authored
rspa_1909_0070,"Prof. J. H. Poynting, F. R. S.",authored
rspa_1909_0071,"R. D. Kleeman, D. Sc., B. A.",authored
rspa_1909_0071,"Prof. E. Rutherford, F. R. S.",authored
rspa_1909_0072,"Herbert Edmeston Watson, B. Sc.",authored
rspa_1909_0072,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1909_0073,"Lord Rayleigh, O. M., F. R. S.",authored
rspa_1909_0074,J. C. Chapman.,authored
rspa_1909_0074,H. L. Porter,authored
rspa_1909_0074,"Prof. H. A. Wilson, F. R. S.",authored
rspa_1909_0075,"J. Mercer, B. A.",authored
rspa_1909_0075,"Prof. A. R. Forsyth, Sc. D., LL. D., F. R. S.",authored
rspa_1909_0076,"The Hon. R. J. Strutt, F. R. S.",authored
rspa_1909_0077,"Maurice F. FitzGerald, B. A.",authored
rspa_1909_0077,"Lord Rayleigh, O. M., F. R. S.",authored
rspa_1909_0078,"Dr. A. E. H. Tutton, F. R. S.",authored
rspa_1909_0079,"Dr. A. E. H. Tutton, F. R. S.",authored
rspa_1909_0080,"Prof. Sir J. Larmor, Sec. R. S.",authored
rspa_1909_0081,"Hon. R. J. Strutt, F. R. S.",authored
rspa_1909_0082,"H. C. Pocklington, M. A., D. Sc., F. R. S.",authored
rspa_1909_0084,"E. Cunningham, M. A.",authored
rspa_1909_0084,"Prof. Sir J. Larmor, Sec. R. S.",authored
rspa_1909_0085,"Sir W. De W. Abney, K. C. B., D. Sc., D. C. L., F. R. S.",authored
rspa_1909_0086,Thomas Wright,authored
rspa_1909_0086,"Sir George H. Darwin, K. C. B., F. R. S.",authored
rspa_1909_0087,"Prof. E. G. Hill, D. Sc.",authored
rspa_1909_0087,Dr. A. P. Sirkar,authored
rspa_1909_0087,"Prof. H. A. Miers, F. R. S.",authored
rspa_1909_0088,Prof. W. A. Osborne,authored
rspa_1909_0088,W. Sutherland,authored
rspa_1909_0088,"Prof. J. N. Langley, F. R. S.",authored
rspa_1910_0004,"George E. Hale, For. Mem. R. S.",authored
rspa_1910_0004,Ferdinand Ellerman.,authored
rspa_1910_0005,"G. W. C. Kaye, B. A. (Cantab.), D. Sc. (Lond.), A. R. C. Sc.",authored
rspa_1910_0005,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1910_0006,"R. D. Kleeman, D. Sc., B. A.",authored
rspa_1910_0006,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1910_0007,"Walter Rosehain, B. A., D. Sc.",authored
rspa_1910_0007,"J. C. W. Humfrey, B. A., M. Sc.",authored
rspa_1910_0007,"R. T. Glazebrook, F. R. S.",authored
rspa_1910_0008,"Prof. A. Fowler, A. R. C. S., F. R. A. S.",authored
rspa_1910_0008,"Prof. H. L. Callendar, F. R. S.",authored
rspa_1910_0009,"A. E. H. Tutton, M. A., D. Sc., F. R. S.",authored
rspa_1910_0011,"Sir Archibald Geikie, K. C. B.",authored
rspa_1910_0012,"P. Phillips, D. Sc., B. A.",authored
rspa_1910_0012,"Prof. F. T. Trouton, F. R. S.",authored
rspa_1910_0013,"Frederick Soddy, M. A.",authored
rspa_1910_0013,"Arthur John Berry, B. A.",authored
rspa_1910_0013,"Prof. Sir J. Larmor, Sec. R. S.",authored
rspa_1910_0014,"A. O. Rankine, B. Sc.",authored
rspa_1910_0014,"Prof. F. T. Trouton, F. R. S.",authored
rspa_1910_0015,"Sir Edward Thorpe, C. B., LL. D., F. R. S.",authored
rspa_1910_0015,"Arthur Gordon Francis, B. Sc., F. I. C.",authored
rspa_1910_0016,"Sir W. de W. Abney, K. C. B., D. Sc., D. C. L., F. R. S.",authored
rspa_1910_0017,"the Hon. R. J. Strutt, F. R. S.",authored
rspa_1910_0018,Philip Francis Everitt,authored
rspa_1910_0018,"Prof. Karl Pearson, F. R. S.",authored
rspa_1910_0019,"H. Thirkill, B. A. (Cantab.), B. Sc. (Lond.)",authored
rspa_1910_0019,"Prof. Sir J. J. Thomson, F. R. S.",authored
rspa_1910_0020,L. F. Richardson,authored
rspa_1910_0020,"Dr. R. T. Glazebrook, F. R. S.",authored
rspa_1910_0021,"George W. Walker, A. R. Sc., M. A.",authored
rspa_1910_0021,"Prof. Sir J. Larmor, Sec. R. S.",authored
rspa_1910_0022,"Charles H. Lees, D. Sc., F. R. S.",authored
rspa_1910_0023,"F. B. Pidduck, B. A.",authored
rspa_1910_0023,"Prof. A. E. H. Love, F. R. S.",authored
rspa_1910_0024,"E. Cunningham, M. A.",authored
rspa_1910_0024,"Sir Joseph Larmor, Sec. R. S.",authored
rspa_1910_0025,"Prof. A. H. Gibson, D. Sc.",authored
rspa_1910_0025,"Prof. J. E. Petavel, F. R. S.",authored
rspa_1910_0026,L. Vegard,authored
rspa_1910_0026,"Prof. W. H. Bragg, F. R. S.",authored
rspa_1910_0027,"George C. Simpson, D. Sc.",authored
rspa_1910_0027,"Dr. Gilbert T. Walker, F. R. S.",authored
rspa_1910_0028,"Sir James Dewar, M. A., Sc. D., LL. D., F. R. S.",authored
rspa_1910_0029,"Sir James Dewar, M. A., LL. D., Sc. D., F. R. S.",authored
rspa_1910_0029,"Humphrey Owen Jones, M. A., D. Sc.",authored
rspa_1910_0030,"R. Rossi, M. Sc.",authored
rspa_1910_0030,"Arthur Schuster, F. R. S.",authored
rspa_1910_0031,"P. V. Bevan, M. A.",authored
rspa_1910_0031,"Prof. Sir. J. J. Thomson, F. R. S.",authored
rspa_1910_0032,Robert B. Sangster.,authored
rspa_1910_0032,"Dr. C. Chree, F. R. S.",authored
rspa_1910_0033,S. Kinoshita.,authored
rspa_1910_0033,"Prof. E. Rutherford, F. R. S.",authored
rspa_1910_0034,"T. G. Bedford, M. A.",authored
rspa_1910_0034,"Prof. E. H. Griffiths, F. R. S.",authored
rspa_1910_0035,"Sir William de W. Abney, K. C. B., D. Sc., D. C. L., F. R. S.",authored
rspa_1910_0036,A. von Antropoff,authored
rspa_1910_0036,"Sir William Ramsay, K. C. B., F. R. S.",authored
rspa_1910_0037,"H. C. Greenwood, M. Sc.",authored
rspa_1910_0037,"Prof. E. Rutherford, F. R. S.",authored
rspa_1910_0038,"H. Geiger, Ph. D.",authored
